route_pair,origin_iata,destination_iata,origin_city,destination_city,origin_country,destination_country,origin_latitude,origin_longitude,destination_latitude,destination_longitude,air_distance_km,airline_count,airlines,equipment
STR-LHR,STR,LHR,Stuttgart,London,DE,GB,48.689899,9.22196,51.470748,-0.459909,756.1,4,"4U,AA,AB,BA","319 320,319 321 320"
LHR-STR,LHR,STR,London,Stuttgart,GB,DE,51.470748,-0.459909,48.689899,9.22196,756.1,4,"4U,AA,AB,BA","319 320,319 321 320"
VIE-HAM,VIE,HAM,Vienna,Hamburg,AT,DE,48.110298,16.5697,53.630402,9.98823,767.5,4,"4U,AB,LH,OS","319 CRJ,320 319 321 CRJ,320 321,E90 320 321"
HAM-VIE,HAM,VIE,Hamburg,Vienna,DE,AT,53.630402,9.98823,48.110298,16.5697,767.5,4,"4U,AB,LH,OS","319 320 321 CRJ,319 CRJ,320 321,320 E90 321"
TIA-BLQ,TIA,BLQ,Rinas,Bologna,AL,IT,41.4147,19.7206,44.5354,11.2887,768.2,4,"AP,AZ,BV,JN","320,737"
BLQ-TIA,BLQ,TIA,Bologna,Rinas,IT,AL,44.5354,11.2887,41.4147,19.7206,768.2,4,"AP,AZ,BV,JN","320,737"
ZRH-LHR,ZRH,LHR,Zurich,London,CH,GB,47.458056,8.548056,51.470748,-0.459909,788.3,4,"AA,AB,BA,LX","320 319,320 319 321,320 321 32A"
LHR-ZRH,LHR,ZRH,London,Zurich,GB,CH,51.470748,-0.459909,47.458056,8.548056,788.3,4,"AA,AB,BA,LX","319 320 321,320 319 321,320 321 32A"
BCN-FCO,BCN,FCO,Barcelona,Rome,ES,IT,41.2971,2.07846,41.804532,12.251998,848.0,4,"AZ,FR,IB,VY","320,32S 320 319 321,738"
FCO-BCN,FCO,BCN,Rome,Barcelona,IT,ES,41.804532,12.251998,41.2971,2.07846,848.0,4,"AZ,FR,IB,VY","320,320 32S 319 321,738"
CDG-EDI,CDG,EDI,"Paris (Roissy-en-France, Val-d'Oise)",Edinburgh,FR,GB,49.00896,2.554117,55.950145,-3.372288,869.2,4,"AF,AZ,BE,U2","319,AR8,ARJ"
TRD-CPH,TRD,CPH,Trondheim,Copenhagen,NO,DK,63.457802,10.924,55.617900848389,12.656000137329,877.1,4,"AC,DY,SK,TG","73H,CR9,M80"
MUC-LHR,MUC,LHR,Munich,London,DE,GB,48.353802,11.7861,51.470748,-0.459909,941.5,4,"AA,AB,BA,LH","320 321 319,321 320 319"
LHR-MUC,LHR,MUC,London,Munich,GB,DE,51.470748,-0.459909,48.353802,11.7861,941.5,4,"AA,AB,BA,LH","319 320 321,320 321 319"
VIE-OLB,VIE,OLB,Vienna,Olbia (SS),AT,IT,48.110298,16.5697,40.898953,9.518457,976.7,4,"AB,HG,IG,OS",320
OLB-VIE,OLB,VIE,Olbia (SS),Vienna,IT,AT,40.898953,9.518457,48.110298,16.5697,976.7,4,"AB,HG,IG,OS",320
LHR-LIN,LHR,LIN,London,Segrate (MI),GB,IT,51.470748,-0.459909,45.445099,9.27674,980.5,4,"AA,AZ,BA,BT","319,319 320 321,32S 320 321"
LIN-LHR,LIN,LHR,Segrate (MI),London,IT,GB,45.445099,9.27674,51.470748,-0.459909,980.5,4,"AA,AZ,BA,BT","319,320 32S 321,321 319 320"
BCN-LIS,BCN,LIS,Barcelona,Lisbon,ES,PT,41.2971,2.07846,38.7813,-9.13592,994.0,4,"IB,S4,TP,VY","320,ER4 319 100 320,ER4 320 319 100"
LIS-BCN,LIS,BCN,Lisbon,Barcelona,PT,ES,38.7813,-9.13592,41.2971,2.07846,994.0,4,"IB,S4,TP,VY","320,320 ER4 319 100,ER4 319 100"
NCE-LGW,NCE,LGW,"Nice, Alpes-Maritimes",London,FR,GB,43.658401,7.21587,51.148744,-0.185739,1000.9,4,"BA,DY,U2,ZB","319 320 734,320 319,321,73H"
LGW-NCE,LGW,NCE,London,"Nice, Alpes-Maritimes",GB,FR,51.148744,-0.185739,43.658401,7.21587,1000.9,4,"BA,DY,U2,ZB","320 319,320 734 319,321,73H"
CPH-CDG,CPH,CDG,Copenhagen,"Paris (Roissy-en-France, Val-d'Oise)",DK,FR,55.617900848389,12.656000137329,49.00896,2.554117,1003.8,4,"AF,AZ,SK,U2","318 319 320,319 320,321 320 319"
CDG-CPH,CDG,CPH,"Paris (Roissy-en-France, Val-d'Oise)",Copenhagen,FR,DK,49.00896,2.554117,55.617900848389,12.656000137329,1003.8,4,"AF,AZ,SK,U2","318 319 320,319 318 320,319 320,320 321 319"
GVA-MAD,GVA,MAD,Geneva,Madrid,CH,ES,46.238098,6.10895,40.493407,-3.572249,1008.9,4,"AB,IB,LX,U2","319 320,320 319"
MAD-GVA,MAD,GVA,Madrid,Geneva,ES,CH,40.493407,-3.572249,46.238098,6.10895,1008.9,4,"AB,IB,LX,U2","319 320,320 319"
PMI-ORY,PMI,ORY,Palma de Mallorca,"Paris (Orly, Val-de-Marne)",ES,FR,39.551701,2.73881,48.729499,2.358963,1021.0,4,"AF,IB,UX,VY","320,E90 738"
ORY-PMI,ORY,PMI,"Paris (Orly, Val-de-Marne)",Palma de Mallorca,FR,ES,48.729499,2.358963,39.551701,2.73881,1021.0,4,"AF,IB,UX,VY","320,E90 738"
VIE-CDG,VIE,CDG,Vienna,"Paris (Roissy-en-France, Val-d'Oise)",AT,FR,48.110298,16.5697,49.00896,2.554117,1034.8,4,"AB,AF,HG,OS","320,320 318 319 32A 321,321 320 318"
CDG-VIE,CDG,VIE,"Paris (Roissy-en-France, Val-d'Oise)",Vienna,FR,AT,49.00896,2.554117,48.110298,16.5697,1034.8,4,"AB,AF,HG,OS","320,320 318 319 32A 321,320 321 318"
LGW-VRN,LGW,VRN,London,Caselle (VR),GB,IT,51.148744,-0.185739,45.394955,10.887303,1037.8,4,"BA,TO,U2,ZB","319,321,734 319 320,75W 73H"
VRN-LGW,VRN,LGW,Caselle (VR),London,IT,GB,45.394955,10.887303,51.148744,-0.185739,1037.8,4,"BA,TO,U2,ZB","319,321,734 319 320,75W 73H"
LHR-GOT,LHR,GOT,London,Göteborg,GB,SE,51.470748,-0.459909,57.6628,12.2798,1068.7,4,"AA,BA,IB,SK","320,320 321 319,73H 73W 736"
GOT-LHR,GOT,LHR,Göteborg,London,SE,GB,57.6628,12.2798,51.470748,-0.459909,1068.7,4,"AA,BA,IB,SK","320,320 321 319,73H 73W 736"
ATH-FCO,ATH,FCO,Spata-Artemida,Rome,GR,IT,37.936401,23.9445,41.804532,12.251998,1085.4,4,"A3,AZ,OA,U2","319,320,321 32S 319"
ARN-PRG,ARN,PRG,Stockholm,Prague,SE,CZ,59.64849,17.928829,50.100874,14.259911,1086.9,4,"DY,OK,QS,SK","319,73H,73H 717"
FRA-BCN,FRA,BCN,Frankfurt am Main,Barcelona,DE,ES,50.026706,8.55835,41.2971,2.07846,1092.5,4,"ET,IB,LH,VY","320,321,321 320 319 32A"
BCN-FRA,BCN,FRA,Barcelona,Frankfurt am Main,ES,DE,41.2971,2.07846,50.026706,8.55835,1092.5,4,"ET,IB,LH,VY","320,321,321 320 319 32A"
LGW-VCE,LGW,VCE,London,Venezia (VE),GB,IT,51.148744,-0.185739,45.505299,12.3519,1117.0,4,"BA,TO,U2,ZB","319 320,321,734 319 320,73H"
VCE-LGW,VCE,LGW,Venezia (VE),London,IT,GB,45.505299,12.3519,51.148744,-0.185739,1117.0,4,"BA,TO,U2,ZB","319 320,321,734 319 320,73H"
CPH-VCE,CPH,VCE,Copenhagen,Venezia (VE),DK,IT,55.617900848389,12.656000137329,45.505299,12.3519,1124.7,4,"AP,AZ,DY,SK","320,320 319,73H"
VCE-CPH,VCE,CPH,Venezia (VE),Copenhagen,IT,DK,45.505299,12.3519,55.617900848389,12.656000137329,1124.7,4,"AP,AZ,DY,SK","320,320 319,73H"
GVA-CPH,GVA,CPH,Geneva,Copenhagen,CH,DK,46.238098,6.10895,55.617900848389,12.656000137329,1138.3,4,"CA,LX,SK,U2","319 320,319 CR9 717,CR9 717"
CPH-GVA,CPH,GVA,Copenhagen,Geneva,DK,CH,55.617900848389,12.656000137329,46.238098,6.10895,1138.3,4,"CA,LX,SK,U2","319 320,319 CR9 717,CR9 717"
STR-PMI,STR,PMI,Stuttgart,Palma de Mallorca,DE,ES,48.689899,9.22196,39.551701,2.73881,1139.3,4,"4U,AB,DE,X3","319 320,321 332 738 320,32S,73H"
PMI-STR,PMI,STR,Palma de Mallorca,Stuttgart,ES,DE,39.551701,2.73881,48.689899,9.22196,1139.3,4,"4U,AB,DE,X3","319 320,32S,332 738 321 320,73H"
AMS-ARN,AMS,ARN,Amsterdam,Stockholm,NL,SE,52.308601,4.76389,59.64849,17.928829,1152.4,4,"AZ,DY,KL,SK","717 73W 736,737,73H"
ARN-AMS,ARN,AMS,Stockholm,Amsterdam,SE,NL,59.64849,17.928829,52.308601,4.76389,1152.4,4,"AZ,DY,KL,SK","717 73W 736,737,73H"
DUS-BCN,DUS,BCN,Düsseldorf,Barcelona,DE,ES,51.289501,6.76678,41.2971,2.07846,1167.4,4,"4U,AB,IB,VY","320,320 319,320 738 321,738 321"
BCN-DUS,BCN,DUS,Barcelona,Düsseldorf,ES,DE,41.2971,2.07846,51.289501,6.76678,1167.4,4,"4U,AB,IB,VY","320,320 319,320 738 321,738 321"
LHR-OSL,LHR,OSL,London,Oslo (Gardermoen),GB,NO,51.470748,-0.459909,60.193901,11.1004,1205.5,4,"AA,BA,IB,SK","319 320 321,738 73G 73H 736 73W"
OSL-LHR,OSL,LHR,Oslo (Gardermoen),London,NO,GB,60.193901,11.1004,51.470748,-0.459909,1205.5,4,"AA,BA,IB,SK","319 320,319 320 321,73G 738 73H 736 73W"
MUC-PMI,MUC,PMI,Munich,Palma de Mallorca,DE,ES,48.353802,11.7861,39.551701,2.73881,1215.7,4,"AB,DE,LH,X3","320 319 321,32S 757,738 321 320,73H"
PMI-MUC,PMI,MUC,Palma de Mallorca,Munich,ES,DE,39.551701,2.73881,48.353802,11.7861,1215.7,4,"AB,DE,LH,X3","320 319 321,320 321 738,32S 757,73H"
MUC-SKG,MUC,SKG,Munich,Thessaloniki,DE,GR,48.353802,11.7861,40.51928,22.970009,1241.5,4,"A3,AB,LH,US","320,738"
SKG-MUC,SKG,MUC,Thessaloniki,Munich,GR,DE,40.51928,22.970009,48.353802,11.7861,1241.5,4,"A3,AB,LH,US","320,738"
NTE-FCO,NTE,FCO,Nantes,Rome,FR,IT,47.153198,-1.61073,41.804532,12.251998,1247.8,4,"IB,TO,U2,VY","319,320,73H"
FCO-NTE,FCO,NTE,Rome,Nantes,IT,FR,41.804532,12.251998,47.153198,-1.61073,1247.8,4,"IB,TO,U2,VY","319,320,73H"
FRA-PMI,FRA,PMI,Frankfurt am Main,Palma de Mallorca,DE,ES,50.026706,8.55835,39.551701,2.73881,1251.1,4,"AB,DE,LH,X3","319 32A,320 321 332,73H,757"
PMI-FRA,PMI,FRA,Palma de Mallorca,Frankfurt am Main,ES,DE,39.551701,2.73881,50.026706,8.55835,1251.1,4,"AB,DE,LH,X3","319 32A,321 320 332,73H,757"
BRU-PMI,BRU,PMI,Zaventem,Palma de Mallorca,BE,ES,50.901402,4.48444,39.551701,2.73881,1269.3,4,"FR,HQ,IB,VY","320,320 319,738"
PMI-BRU,PMI,BRU,Palma de Mallorca,Zaventem,ES,BE,39.551701,2.73881,50.901402,4.48444,1269.3,4,"FR,HQ,IB,VY","320,320 319,738"
VIE-LHR,VIE,LHR,Vienna,London,AT,GB,48.110298,16.5697,51.470748,-0.459909,1274.9,4,"AA,AB,BA,OS","320,320 319,320 321"
LHR-VIE,LHR,VIE,London,Vienna,GB,AT,51.470748,-0.459909,48.110298,16.5697,1274.9,4,"AA,AB,BA,OS","320,320 319,321 320"
VIE-ARN,VIE,ARN,Vienna,Stockholm,AT,SE,48.110298,16.5697,59.64849,17.928829,1286.0,4,"AB,AY,HG,OS","100 319 320,E90"
ARN-VIE,ARN,VIE,Stockholm,Vienna,SE,AT,59.64849,17.928829,48.110298,16.5697,1286.0,4,"AB,AY,HG,OS","320 100 319,E90"
FCO-AMS,FCO,AMS,Rome,Amsterdam,IT,NL,41.804532,12.251998,52.308601,4.76389,1296.8,4,"AZ,KL,MU,U2","319,321 32S 320 319,737"
AMS-FCO,AMS,FCO,Amsterdam,Rome,NL,IT,52.308601,4.76389,41.804532,12.251998,1296.8,4,"AZ,KL,MU,U2","319,321 32S 320 319,737"
MAN-VCE,MAN,VCE,"Manchester, Greater Manchester",Venezia (VE),GB,IT,53.349375,-2.279521,45.505299,12.3519,1366.8,4,"LS,TO,U2,ZB","319,320 321,733 738,73H"
VCE-MAN,VCE,MAN,Venezia (VE),"Manchester, Greater Manchester",IT,GB,45.505299,12.3519,53.349375,-2.279521,1366.8,4,"LS,TO,U2,ZB","319,320 321,733 738,73H"
VIE-MLA,VIE,MLA,Vienna,Valletta,AT,MT,48.110298,16.5697,35.845932,14.491546,1374.4,4,"AB,HG,KM,OS","319 320,E90"
MLA-VIE,MLA,VIE,Valletta,Vienna,MT,AT,35.845932,14.491546,48.110298,16.5697,1374.4,4,"AB,HG,KM,OS","319 320,E90"
PMI-BRS,PMI,BRS,Palma de Mallorca,Bristol,ES,GB,39.551701,2.73881,51.382326,-2.716453,1381.6,4,"FR,TO,TOM,U2","320 319,738,75W"
STN-PMI,STN,PMI,"London, Essex",Palma de Mallorca,GB,ES,51.884998,0.235,39.551701,2.73881,1384.9,4,"FR,TO,TOM,U2","319,738,73H"
STR-SKG,STR,SKG,Stuttgart,Thessaloniki,DE,GR,48.689899,9.22196,40.51928,22.970009,1414.0,4,"4U,A3,AB,LH","319 320,320,738"
SKG-STR,SKG,STR,Thessaloniki,Stuttgart,GR,DE,40.51928,22.970009,48.689899,9.22196,1414.0,4,"4U,A3,AB,LH","319 320,320,738"
BRU-VNO,BRU,VNO,Zaventem,Vilnius,BE,LT,50.901402,4.48444,54.634102,25.285801,1453.6,4,"BT,LH,LT,SN","AR1 319,CR2 E75"
VNO-BRU,VNO,BRU,Vilnius,Zaventem,LT,BE,54.634102,25.285801,50.901402,4.48444,1453.6,4,"BT,LH,LT,SN","AR1 319,CR2 E75"
BRU-ALC,BRU,ALC,Zaventem,Alicante,BE,ES,50.901402,4.48444,38.2822,-0.558156,1458.0,4,"FR,IB,SN,VY","319,320,738"
ALC-BRU,ALC,BRU,Alicante,Zaventem,ES,BE,38.2822,-0.558156,50.901402,4.48444,1458.0,4,"FR,IB,SN,VY","319,320,738"
CDG-PMO,CDG,PMO,"Paris (Roissy-en-France, Val-d'Oise)",Palermo,FR,IT,49.00896,2.554117,38.175999,13.091,1470.4,4,"AP,AZ,IG,SE","319,320,733"
PMO-CDG,PMO,CDG,Palermo,"Paris (Roissy-en-France, Val-d'Oise)",IT,FR,38.175999,13.091,49.00896,2.554117,1470.4,4,"AP,AZ,IG,SE","319,320,733"
HAM-BCN,HAM,BCN,Hamburg,Barcelona,DE,ES,53.630402,9.98823,41.2971,2.07846,1492.6,4,"4U,DY,IB,VY","319,320,73H"
BCN-HAM,BCN,HAM,Barcelona,Hamburg,ES,DE,41.2971,2.07846,53.630402,9.98823,1492.6,4,"4U,DY,IB,VY","319,320,73H"
LIS-GVA,LIS,GVA,Lisbon,Geneva,PT,CH,38.7813,-9.13592,46.238098,6.10895,1495.7,4,"AY,LX,TP,U2","319 320,319 320 321,320 319,320 321"
MAD-MUC,MAD,MUC,Madrid,Munich,ES,DE,40.493407,-3.572249,48.353802,11.7861,1496.0,4,"AB,IB,LH,UX","319 320 321,321 320 319,E90"
CWL-JER,CWL,JER,Cardiff,St. Peter,GB,JE,51.396702,-3.34333,49.207901,-2.19551,256.7,3,"AF,BE,WX","DH4,F50"
JER-CWL,JER,CWL,St. Peter,Cardiff,JE,GB,49.207901,-2.19551,51.396702,-3.34333,256.7,3,"AF,BE,WX","DH4,F50"
FRA-BSL,FRA,BSL,Frankfurt am Main,Bâle / Mulhouse,DE,FR,50.026706,8.55835,47.60068,7.521117,280.2,3,"LH,LX,SK",CR7
BSL-FRA,BSL,FRA,Bâle / Mulhouse,Frankfurt am Main,FR,DE,47.60068,7.521117,50.026706,8.55835,280.2,3,"LH,LX,SK",CR7
LYS-MXP,LYS,MXP,"Colombier-Saugnieu, Rhône",Ferno (VA),FR,IT,45.725996,5.090139,45.6306,8.72811,282.8,3,"A5,AF,AZ",CRJ ER4
MXP-LYS,MXP,LYS,Ferno (VA),"Colombier-Saugnieu, Rhône",IT,FR,45.6306,8.72811,45.725996,5.090139,282.8,3,"A5,AF,AZ",ER4 CRJ
ZRH-FRA,ZRH,FRA,Zurich,Frankfurt am Main,CH,DE,47.458056,8.548056,50.026706,8.55835,285.6,3,"ET,LH,LX","319,320 AR1,733 E90 735 319 320 321"
FRA-ZRH,FRA,ZRH,Frankfurt am Main,Zurich,DE,CH,50.026706,8.55835,47.458056,8.548056,285.6,3,"ET,LH,LX","319,320 AR1,733 E90 735 319 320 321"
SOF-OTP,SOF,OTP,Sofia,Otopeni,BG,RO,42.696357,23.417671,44.571792,26.103285,300.3,3,"FB,QR,RO","320 321,AT5"
OTP-SOF,OTP,SOF,Otopeni,Sofia,RO,BG,44.571792,26.103285,42.696357,23.417671,300.3,3,"FB,QR,RO","320 321,AT5"
BTS-PRG,BTS,PRG,Bratislava,Prague,SK,CZ,48.1702,17.2127,50.100874,14.259911,303.7,3,"DL,OK,QS","AT4,AT4 AT7"
BRU-FRA,BRU,FRA,Zaventem,Frankfurt am Main,BE,DE,50.901402,4.48444,50.026706,8.55835,304.3,3,"ET,LH,SN","319 320 733 32A,321 735 E90 733 CR7 319 320 32A"
FRA-BRU,FRA,BRU,Frankfurt am Main,Zaventem,DE,BE,50.026706,8.55835,50.901402,4.48444,304.3,3,"ET,LH,SN","735 733,E90 733 735 CR7 319 321 320 32A,E90 735 733 CR7 319 321 320 32A"
SVQ-LIS,SVQ,LIS,Seville,Lisbon,ES,PT,37.417999,-5.89311,38.7813,-9.13592,321.7,3,"S4,TP,US",BEH
MUC-BSL,MUC,BSL,Munich,Bâle / Mulhouse,DE,FR,48.353802,11.7861,47.60068,7.521117,328.3,3,"LH,LX,SK",CR9 CR7
BSL-MUC,BSL,MUC,Bâle / Mulhouse,Munich,FR,DE,47.60068,7.521117,48.353802,11.7861,328.3,3,"LH,LX,SK",CR7 CR9
CDG-LHR,CDG,LHR,"Paris (Roissy-en-France, Val-d'Oise)",London,FR,GB,49.00896,2.554117,51.470748,-0.459909,347.6,3,"AA,AF,BA","319 320 321,321 319 320"
LHR-CDG,LHR,CDG,London,"Paris (Roissy-en-France, Val-d'Oise)",GB,FR,51.470748,-0.459909,49.00896,2.554117,347.6,3,"AA,AF,BA","320 319 321,321 320 319"
BRU-LHR,BRU,LHR,Zaventem,London,BE,GB,50.901402,4.48444,51.470748,-0.459909,350.3,3,"AA,BA,SN","319 320 321,319 AR1"
LHR-BRU,LHR,BRU,London,Zaventem,GB,BE,51.470748,-0.459909,50.901402,4.48444,350.3,3,"AA,BA,SN","319 AR1,320 319 321"
AAL-OSL,AAL,OSL,Aalborg,Oslo (Gardermoen),DK,NO,57.094763,9.84993,60.193901,11.1004,352.1,3,"BA,M3,SK","73H 73G,J31 FRJ,SWM"
ORY-LHR,ORY,LHR,"Paris (Orly, Val-de-Marne)",London,FR,GB,48.729499,2.358963,51.470748,-0.459909,365.1,3,"AB,BA,IB",319 320
LHR-ORY,LHR,ORY,London,"Paris (Orly, Val-de-Marne)",GB,FR,51.470748,-0.459909,48.729499,2.358963,365.1,3,"AB,BA,IB","319 320,320 319"
TMP-ARN,TMP,ARN,Tampere / Pirkkala,Stockholm,FI,SE,61.414101,23.604401,59.64849,17.928829,367.1,3,"CA,SK,TG",S20
ARN-TMP,ARN,TMP,Stockholm,Tampere / Pirkkala,SE,FI,59.64849,17.928829,61.414101,23.604401,367.1,3,"CA,SK,TG",S20
AMS-HAM,AMS,HAM,Amsterdam,Hamburg,NL,DE,52.308601,4.76389,53.630402,9.98823,379.4,3,"4U,AZ,KL","737 EMJ,737 F70 E90,CRJ"
OSL-ARN,OSL,ARN,Oslo (Gardermoen),Stockholm,NO,SE,60.193901,11.1004,59.64849,17.928829,385.2,3,"DY,ET,SK","736 73W 738,73H 733,73W 738 736 73H 73G 717"
ARN-OSL,ARN,OSL,Stockholm,Oslo (Gardermoen),SE,NO,59.64849,17.928829,60.193901,11.1004,385.2,3,"DY,ET,SK","736 73H 73W 738 73G 717,738 736 73W,73H 733"
DUS-CDG,DUS,CDG,Düsseldorf,"Paris (Roissy-en-France, Val-d'Oise)",DE,FR,51.289501,6.76678,49.00896,2.554117,392.8,3,"AF,AZ,LH","318 320,CR9 319 320"
CDG-DUS,CDG,DUS,"Paris (Roissy-en-France, Val-d'Oise)",Düsseldorf,FR,DE,49.00896,2.554117,51.289501,6.76678,392.8,3,"AF,AZ,LH","318 320,CR9 319 320"
BRU-HAJ,BRU,HAJ,Zaventem,Hannover,BE,DE,50.901402,4.48444,52.461102,9.68508,398.2,3,"LH,SN,UA",DH4
HAJ-BRU,HAJ,BRU,Hannover,Zaventem,DE,BE,52.461102,9.68508,50.901402,4.48444,398.2,3,"LH,SN,UA",DH4
CDG-AMS,CDG,AMS,"Paris (Roissy-en-France, Val-d'Oise)",Amsterdam,FR,NL,49.00896,2.554117,52.308601,4.76389,398.6,3,"AF,KL,MU","321 320 319 318 32A,737"
AMS-CDG,AMS,CDG,Amsterdam,"Paris (Roissy-en-France, Val-d'Oise)",NL,FR,52.308601,4.76389,49.00896,2.554117,398.6,3,"AF,KL,MU","321 320 319 318 32A,737"
BRU-BSL,BRU,BSL,Zaventem,Bâle / Mulhouse,BE,FR,50.901402,4.48444,47.60068,7.521117,428.0,3,"LX,SN,U2","319,319 AR1"
BSL-BRU,BSL,BRU,Bâle / Mulhouse,Zaventem,FR,BE,47.60068,7.521117,50.901402,4.48444,428.0,3,"LX,SN,U2","319,319 AR1"
ZRH-DUS,ZRH,DUS,Zurich,Düsseldorf,CH,DE,47.458056,8.548056,51.289501,6.76678,445.1,3,"AB,LH,LX","319 738 320 73G,320 319 CR9,320 AR1 100 321"
DUS-ZRH,DUS,ZRH,Düsseldorf,Zurich,DE,CH,51.289501,6.76678,47.458056,8.548056,445.1,3,"AB,LH,LX","320 319 CR9,320 AR1 100 321,738 319 320 73G"
LHR-DUB,LHR,DUB,London,Dublin,GB,IE,51.470748,-0.459909,53.428713,-6.262121,449.3,3,"AA,BA,EI","319,320"
DUB-LHR,DUB,LHR,Dublin,London,IE,GB,53.428713,-6.262121,51.470748,-0.459909,449.3,3,"AA,BA,EI","319,320"
NCE-VCE,NCE,VCE,"Nice, Alpes-Maritimes",Venezia (VE),FR,IT,43.658401,7.21587,45.505299,12.3519,455.5,3,"AF,AZ,U2","319 320,320"
VCE-NCE,VCE,NCE,Venezia (VE),"Nice, Alpes-Maritimes",IT,FR,45.505299,12.3519,43.658401,7.21587,455.5,3,"AF,AZ,U2","319 320,320"
NCE-FCO,NCE,FCO,"Nice, Alpes-Maritimes",Rome,FR,IT,43.658401,7.21587,41.804532,12.251998,460.0,3,"AF,AZ,U2","319,319 32S E75 321 E90"
FCO-NCE,FCO,NCE,Rome,"Nice, Alpes-Maritimes",IT,FR,41.804532,12.251998,43.658401,7.21587,460.0,3,"AF,AZ,U2","319,319 32S E75 321 E90"
LBA-AMS,LBA,AMS,"Leeds, West Yorkshire",Amsterdam,GB,NL,53.865898,-1.66057,52.308601,4.76389,462.5,3,"AZ,KL,LS","733,F70,F70 EMJ"
AMS-LBA,AMS,LBA,Amsterdam,"Leeds, West Yorkshire",NL,GB,52.308601,4.76389,53.865898,-1.66057,462.5,3,"AZ,KL,LS","733,F70,F70 EMJ"
RIX-ARN,RIX,ARN,Riga,Stockholm,LV,SE,56.920752,23.970711,59.64849,17.928829,465.2,3,"BT,DY,SK","73H,DH4 735 73C 733"
ARN-RIX,ARN,RIX,Stockholm,Riga,SE,LV,59.64849,17.928829,56.920752,23.970711,465.2,3,"BT,DY,SK","733 DH4 735 73C,73H"
SXB-AMS,SXB,AMS,Strasbourg,Amsterdam,FR,NL,48.5383,7.62823,52.308601,4.76389,465.7,3,"A5,AF,KL","ER4 CR7 E70,ERJ CRJ EMJ"
AMS-SXB,AMS,SXB,Amsterdam,Strasbourg,NL,FR,52.308601,4.76389,48.5383,7.62823,465.7,3,"A5,AF,KL","ER4 CR7 E70,ERJ CRJ EMJ"
LIS-AGP,LIS,AGP,Lisbon,Málaga,PT,ES,38.7813,-9.13592,36.6749,-4.49911,470.2,3,"EY,S4,TP","BE1,BEH"
PMI-MRS,PMI,MRS,Palma de Mallorca,"Marignane, Bouches-du-Rhône",ES,FR,39.551701,2.73881,43.438088,5.2125,478.7,3,"FR,IB,VY","320,738"
MRS-PMI,MRS,PMI,"Marignane, Bouches-du-Rhône",Palma de Mallorca,FR,ES,43.438088,5.2125,39.551701,2.73881,478.7,3,"FR,IB,VY","320,738"
MXP-LUX,MXP,LUX,Ferno (VA),Luxembourg,IT,LU,45.6306,8.72811,49.626845,6.212134,482.6,3,"AZ,LG,U2","319,DH4 ER4"
LUX-MXP,LUX,MXP,Luxembourg,Ferno (VA),LU,IT,49.626845,6.212134,45.6306,8.72811,482.6,3,"AZ,LG,U2","319,DH4 ER4"
AMS-MAN,AMS,MAN,Amsterdam,"Manchester, Greater Manchester",NL,GB,52.308601,4.76389,53.349375,-2.279521,486.9,3,"CI,KL,U2","320 319,737 E90 F70,737 EMJ F70"
PRG-HAM,PRG,HAM,Prague,Hamburg,CZ,DE,50.100874,14.259911,53.630402,9.98823,489.8,3,"4U,OK,QS","319 AT7,319 AT7 AT4,CRJ"
HAM-PRG,HAM,PRG,Hamburg,Prague,DE,CZ,53.630402,9.98823,50.100874,14.259911,489.8,3,"4U,OK,QS","319 AT7,319 AT7 AT4,CRJ"
BCN-NCE,BCN,NCE,Barcelona,"Nice, Alpes-Maritimes",ES,FR,41.2971,2.07846,43.658401,7.21587,496.3,3,"IB,U2,VY","319 320,320"
NCE-BCN,NCE,BCN,"Nice, Alpes-Maritimes",Barcelona,FR,ES,43.658401,7.21587,41.2971,2.07846,496.3,3,"IB,U2,VY","319 320,320"
ABZ-SVG,ABZ,SVG,Aberdeen,Stavanger,GB,NO,57.2019,-2.19778,58.876701,5.63778,497.0,3,"SK,T3,WF","736 73G,DH4,ER3 J41"
SVG-ABZ,SVG,ABZ,Stavanger,Aberdeen,NO,GB,58.876701,5.63778,57.2019,-2.19778,497.0,3,"SK,T3,WF","736 73G,DH4,ER3 J41"
DUS-LHR,DUS,LHR,Düsseldorf,London,DE,GB,51.289501,6.76678,51.470748,-0.459909,501.8,3,"AA,BA,LH","319 320,320 CR9"
LHR-DUS,LHR,DUS,London,Düsseldorf,GB,DE,51.470748,-0.459909,51.289501,6.76678,501.8,3,"AA,BA,LH","319 320,320 CR9"
BLL-OSL,BLL,OSL,Billund,Oslo (Gardermoen),DK,NO,55.740335,9.157019,60.193901,11.1004,508.2,3,"BA,DY,SK","733 73H,AT7,FRJ"
OSL-BLL,OSL,BLL,Oslo (Gardermoen),Billund,NO,DK,60.193901,11.1004,55.740335,9.157019,508.2,3,"BA,DY,SK","733 73H,AT7,FRJ"
ZRH-PRG,ZRH,PRG,Zurich,Prague,CH,CZ,47.458056,8.548056,50.100874,14.259911,511.2,3,"LX,OK,QS","AR1,AT7,AT7 AT4"
PRG-ZRH,PRG,ZRH,Prague,Zurich,CZ,CH,50.100874,14.259911,47.458056,8.548056,511.2,3,"LX,OK,QS","AR1,AT7,AT7 AT4"
