pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,length,traversal_time,stair_count,max_slope,min_width,signposted_as,reversed_signposted_as
IDFM:StopPlaceEntrance:50170321:monomodalStopPlace:47881,IDFM:StopPlaceEntrance:50170321,IDFM:monomodalStopPlace:47881,1,1,25.51,32,,,,,
IDFM:StopPlaceEntrance:50170667:monomodalStopPlace:47881,IDFM:StopPlaceEntrance:50170667,IDFM:monomodalStopPlace:47881,1,1,38.83,49,,,,,
IDFM:StopPlaceEntrance:50170582:monomodalStopPlace:47882,IDFM:StopPlaceEntrance:50170582,IDFM:monomodalStopPlace:47882,1,1,61.13,77,,,,,
IDFM:StopPlaceEntrance:50170519:monomodalStopPlace:47882,IDFM:StopPlaceEntrance:50170519,IDFM:monomodalStopPlace:47882,1,1,49.41,62,,,,,
IDFM:StopPlaceEntrance:50170262:monomodalStopPlace:47882,IDFM:StopPlaceEntrance:50170262,IDFM:monomodalStopPlace:47882,1,1,82.67,105,,,,,
IDFM:StopPlaceEntrance:50170067:monomodalStopPlace:47880,IDFM:StopPlaceEntrance:50170067,IDFM:monomodalStopPlace:47880,1,1,19.87,25,,,,,
IDFM:StopPlaceEntrance:50170211:monomodalStopPlace:47880,IDFM:StopPlaceEntrance:50170211,IDFM:monomodalStopPlace:47880,1,1,22.62,28,,,,,
IDFM:StopPlaceEntrance:50170399:monomodalStopPlace:47878,IDFM:StopPlaceEntrance:50170399,IDFM:monomodalStopPlace:47878,1,1,54.11,68,,,,,
IDFM:StopPlaceEntrance:50170400:monomodalStopPlace:47878,IDFM:StopPlaceEntrance:50170400,IDFM:monomodalStopPlace:47878,1,1,59.02,75,,,,,
IDFM:StopPlaceEntrance:50170147:monomodalStopPlace:47878,IDFM:StopPlaceEntrance:50170147,IDFM:monomodalStopPlace:47878,1,1,41.16,52,,,,,
IDFM:StopPlaceEntrance:50170254:monomodalStopPlace:47879,IDFM:StopPlaceEntrance:50170254,IDFM:monomodalStopPlace:47879,1,1,58.32,74,,,,,
IDFM:StopPlaceEntrance:50170228:monomodalStopPlace:47879,IDFM:StopPlaceEntrance:50170228,IDFM:monomodalStopPlace:47879,1,1,64.18,81,,,,,
IDFM:StopPlaceEntrance:50170677:monomodalStopPlace:47876,IDFM:StopPlaceEntrance:50170677,IDFM:monomodalStopPlace:47876,1,1,94.09,119,,,,,
IDFM:StopPlaceEntrance:50170678:monomodalStopPlace:47876,IDFM:StopPlaceEntrance:50170678,IDFM:monomodalStopPlace:47876,1,1,73.73,93,,,,,
IDFM:StopPlaceEntrance:50171248:monomodalStopPlace:47877,IDFM:StopPlaceEntrance:50171248,IDFM:monomodalStopPlace:47877,1,1,77.6,98,,,,,
IDFM:StopPlaceEntrance:50171249:monomodalStopPlace:47877,IDFM:StopPlaceEntrance:50171249,IDFM:monomodalStopPlace:47877,1,1,107.04,136,,,,,
IDFM:StopPlaceEntrance:50170194:monomodalStopPlace:47877,IDFM:StopPlaceEntrance:50170194,IDFM:monomodalStopPlace:47877,1,1,140.09,178,,,,,
IDFM:StopPlaceEntrance:50170195:monomodalStopPlace:47877,IDFM:StopPlaceEntrance:50170195,IDFM:monomodalStopPlace:47877,1,1,106.83,136,,,,,
IDFM:StopPlaceEntrance:50170130:monomodalStopPlace:47877,IDFM:StopPlaceEntrance:50170130,IDFM:monomodalStopPlace:47877,1,1,139.69,177,,,,,
IDFM:StopPlaceEntrance:50170523:monomodalStopPlace:47874,IDFM:StopPlaceEntrance:50170523,IDFM:monomodalStopPlace:47874,1,1,176.98,225,,,,,
IDFM:StopPlaceEntrance:50170715:monomodalStopPlace:47874,IDFM:StopPlaceEntrance:50170715,IDFM:monomodalStopPlace:47874,1,1,53.87,68,,,,,
IDFM:StopPlaceEntrance:50171196:monomodalStopPlace:47874,IDFM:StopPlaceEntrance:50171196,IDFM:monomodalStopPlace:47874,1,1,82.54,105,,,,,
IDFM:StopPlaceEntrance:50170422:monomodalStopPlace:47875,IDFM:StopPlaceEntrance:50170422,IDFM:monomodalStopPlace:47875,1,1,46.79,59,,,,,
IDFM:StopPlaceEntrance:50170309:monomodalStopPlace:47875,IDFM:StopPlaceEntrance:50170309,IDFM:monomodalStopPlace:47875,1,1,72.7,92,,,,,
IDFM:StopPlaceEntrance:50170427:monomodalStopPlace:47875,IDFM:StopPlaceEntrance:50170427,IDFM:monomodalStopPlace:47875,1,1,75.68,96,,,,,
IDFM:StopPlaceEntrance:50170428:monomodalStopPlace:47875,IDFM:StopPlaceEntrance:50170428,IDFM:monomodalStopPlace:47875,1,1,63.56,80,,,,,
IDFM:StopPlaceEntrance:50148311:21910,IDFM:StopPlaceEntrance:50148311,IDFM:21910,1,1,74.92,95,,,,,
IDFM:StopPlaceEntrance:50148311:463299,IDFM:StopPlaceEntrance:50148311,IDFM:463299,1,1,75.24,95,,,,,
IDFM:StopPlaceEntrance:50148310:463299,IDFM:StopPlaceEntrance:50148310,IDFM:463299,1,1,56.28,71,,,,,
IDFM:StopPlaceEntrance:50148310:21910,IDFM:StopPlaceEntrance:50148310,IDFM:21910,1,1,60.27,76,,,,,
IDFM:StopPlaceEntrance:50148312:21910,IDFM:StopPlaceEntrance:50148312,IDFM:21910,1,1,74.49,94,,,,,
IDFM:StopPlaceEntrance:50148312:463299,IDFM:StopPlaceEntrance:50148312,IDFM:463299,1,1,78.14,99,,,,,
IDFM:StopPlaceEntrance:50148308:463299,IDFM:StopPlaceEntrance:50148308,IDFM:463299,1,1,129.75,165,,,,,
IDFM:StopPlaceEntrance:50148308:21910,IDFM:StopPlaceEntrance:50148308,IDFM:21910,1,1,130,165,,,,,
IDFM:StopPlaceEntrance:50148309:21910,IDFM:StopPlaceEntrance:50148309,IDFM:21910,1,1,68.03,86,,,,,
IDFM:StopPlaceEntrance:50148309:463299,IDFM:StopPlaceEntrance:50148309,IDFM:463299,1,1,68.77,87,,,,,
IDFM:StopPlaceEntrance:50148186:463309,IDFM:StopPlaceEntrance:50148186,IDFM:463309,1,1,30.86,39,,,,,
IDFM:StopPlaceEntrance:50148186:22201,IDFM:StopPlaceEntrance:50148186,IDFM:22201,1,1,40.14,51,,,,,
IDFM:StopPlaceEntrance:50148187:22201,IDFM:StopPlaceEntrance:50148187,IDFM:22201,1,1,17.88,22,,,,,
IDFM:StopPlaceEntrance:50148187:463309,IDFM:StopPlaceEntrance:50148187,IDFM:463309,1,1,22.35,28,,,,,
IDFM:StopPlaceEntrance:50148146:463323,IDFM:StopPlaceEntrance:50148146,IDFM:463323,1,1,15.5,19,,,,,
IDFM:StopPlaceEntrance:50148146:22399,IDFM:StopPlaceEntrance:50148146,IDFM:22399,1,1,19.71,25,,,,,
IDFM:StopPlaceEntrance:50148147:22399,IDFM:StopPlaceEntrance:50148147,IDFM:22399,1,1,19.38,24,,,,,
IDFM:StopPlaceEntrance:50148147:463323,IDFM:StopPlaceEntrance:50148147,IDFM:463323,1,1,27.67,35,,,,,
IDFM:StopPlaceEntrance:50148836:463323,IDFM:StopPlaceEntrance:50148836,IDFM:463323,1,1,31.65,40,,,,,
IDFM:StopPlaceEntrance:50148836:22399,IDFM:StopPlaceEntrance:50148836,IDFM:22399,1,1,33.73,42,,,,,
IDFM:22399:StopPlaceEntrance:50148837,IDFM:22399,IDFM:StopPlaceEntrance:50148837,1,0,46.5,59,,,,,
IDFM:463323:StopPlaceEntrance:50148837,IDFM:463323,IDFM:StopPlaceEntrance:50148837,1,0,50.82,64,,,,,
IDFM:StopPlaceEntrance:50147948:22122,IDFM:StopPlaceEntrance:50147948,IDFM:22122,1,1,20.21,25,,,,,
IDFM:StopPlaceEntrance:50147948:463117,IDFM:StopPlaceEntrance:50147948,IDFM:463117,1,1,26.55,33,,,,,
IDFM:463297:StopPlaceEntrance:50147888,IDFM:463297,IDFM:StopPlaceEntrance:50147888,1,0,23.2,29,,,,,
IDFM:22025:StopPlaceEntrance:50147888,IDFM:22025,IDFM:StopPlaceEntrance:50147888,1,0,26.83,34,,,,,
IDFM:StopPlaceEntrance:50148825:463297,IDFM:StopPlaceEntrance:50148825,IDFM:463297,1,1,9.88,12,,,,,
IDFM:StopPlaceEntrance:50148825:22025,IDFM:StopPlaceEntrance:50148825,IDFM:22025,1,1,16.76,21,,,,,
IDFM:StopPlaceEntrance:50147923:22025,IDFM:StopPlaceEntrance:50147923,IDFM:22025,1,1,25.25,32,,,,,
IDFM:StopPlaceEntrance:50147923:463297,IDFM:StopPlaceEntrance:50147923,IDFM:463297,1,1,29.9,38,,,,,
IDFM:StopPlaceEntrance:50147889:22025,IDFM:StopPlaceEntrance:50147889,IDFM:22025,1,1,146.28,186,,,,,
IDFM:StopPlaceEntrance:50147889:463297,IDFM:StopPlaceEntrance:50147889,IDFM:463297,1,1,146.34,186,,,,,
IDFM:StopPlaceEntrance:50148304:21905,IDFM:StopPlaceEntrance:50148304,IDFM:21905,1,1,13.34,16,,,,,
IDFM:StopPlaceEntrance:50148304:463059,IDFM:StopPlaceEntrance:50148304,IDFM:463059,1,1,20.19,25,,,,,
IDFM:StopPlaceEntrance:50148304:21925,IDFM:StopPlaceEntrance:50148304,IDFM:21925,1,1,46.04,58,,,,,
IDFM:StopPlaceEntrance:50148304:463054,IDFM:StopPlaceEntrance:50148304,IDFM:463054,1,1,51.85,66,,,,,
IDFM:StopPlaceEntrance:50148306:463054,IDFM:StopPlaceEntrance:50148306,IDFM:463054,1,1,95.54,121,,,,,
IDFM:StopPlaceEntrance:50148306:21925,IDFM:StopPlaceEntrance:50148306,IDFM:21925,1,1,97.78,124,,,,,
IDFM:StopPlaceEntrance:50148306:21905,IDFM:StopPlaceEntrance:50148306,IDFM:21905,1,1,132.54,168,,,,,
IDFM:StopPlaceEntrance:50148306:463059,IDFM:StopPlaceEntrance:50148306,IDFM:463059,1,1,132.8,169,,,,,
IDFM:StopPlaceEntrance:50148305:463059,IDFM:StopPlaceEntrance:50148305,IDFM:463059,1,1,121.97,155,,,,,
IDFM:StopPlaceEntrance:50148305:21905,IDFM:StopPlaceEntrance:50148305,IDFM:21905,1,1,122.18,155,,,,,
IDFM:StopPlaceEntrance:50148305:21925,IDFM:StopPlaceEntrance:50148305,IDFM:21925,1,1,156.9,199,,,,,
IDFM:StopPlaceEntrance:50148305:463054,IDFM:StopPlaceEntrance:50148305,IDFM:463054,1,1,159.56,203,,,,,
IDFM:StopPlaceEntrance:50148307:463054,IDFM:StopPlaceEntrance:50148307,IDFM:463054,1,1,90.77,115,,,,,
IDFM:StopPlaceEntrance:50148307:21925,IDFM:StopPlaceEntrance:50148307,IDFM:21925,1,1,95.32,121,,,,,
IDFM:StopPlaceEntrance:50148307:463059,IDFM:StopPlaceEntrance:50148307,IDFM:463059,1,1,128.36,163,,,,,
IDFM:StopPlaceEntrance:50148307:21905,IDFM:StopPlaceEntrance:50148307,IDFM:21905,1,1,129.46,164,,,,,
IDFM:463317:StopPlaceEntrance:50148454,IDFM:463317,IDFM:StopPlaceEntrance:50148454,1,0,41.44,52,,,,,
IDFM:22046:StopPlaceEntrance:50148454,IDFM:22046,IDFM:StopPlaceEntrance:50148454,1,0,44.03,56,,,,,
IDFM:StopPlaceEntrance:50148455:463317,IDFM:StopPlaceEntrance:50148455,IDFM:463317,1,1,47.57,60,,,,,
IDFM:StopPlaceEntrance:50148455:22046,IDFM:StopPlaceEntrance:50148455,IDFM:22046,1,1,50.01,63,,,,,
IDFM:StopPlaceEntrance:50148092:22377,IDFM:StopPlaceEntrance:50148092,IDFM:22377,1,1,30.75,39,,,,,
IDFM:StopPlaceEntrance:50148092:463255,IDFM:StopPlaceEntrance:50148092,IDFM:463255,1,1,34.62,44,,,,,
IDFM:StopPlaceEntrance:50148091:463255,IDFM:StopPlaceEntrance:50148091,IDFM:463255,1,1,28.06,35,,,,,
IDFM:StopPlaceEntrance:50148091:22377,IDFM:StopPlaceEntrance:50148091,IDFM:22377,1,1,29.93,38,,,,,
IDFM:StopPlaceEntrance:50148814:463255,IDFM:StopPlaceEntrance:50148814,IDFM:463255,1,1,46.79,59,,,,,
IDFM:StopPlaceEntrance:50148814:22377,IDFM:StopPlaceEntrance:50148814,IDFM:22377,1,1,47.72,60,,,,,
IDFM:StopPlaceEntrance:50148070:22394,IDFM:StopPlaceEntrance:50148070,IDFM:22394,1,1,28.24,35,,,,,
IDFM:StopPlaceEntrance:50148070:463031,IDFM:StopPlaceEntrance:50148070,IDFM:463031,1,1,37.18,47,,,,,
IDFM:StopPlaceEntrance:50148072:22394,IDFM:StopPlaceEntrance:50148072,IDFM:22394,1,1,34.03,43,,,,,
IDFM:StopPlaceEntrance:50148072:463031,IDFM:StopPlaceEntrance:50148072,IDFM:463031,1,1,41.65,53,,,,,
IDFM:StopPlaceEntrance:50148073:463031,IDFM:StopPlaceEntrance:50148073,IDFM:463031,1,1,11.32,14,,,,,
IDFM:StopPlaceEntrance:50148073:22394,IDFM:StopPlaceEntrance:50148073,IDFM:22394,1,1,19.87,25,,,,,
IDFM:StopPlaceEntrance:50171178:monomodalStopPlace:46482,IDFM:StopPlaceEntrance:50171178,IDFM:monomodalStopPlace:46482,1,1,112.22,142,,,,,
IDFM:StopPlaceEntrance:50170202:monomodalStopPlace:46477,IDFM:StopPlaceEntrance:50170202,IDFM:monomodalStopPlace:46477,1,1,49.91,63,,,,,
IDFM:StopPlaceEntrance:50170489:monomodalStopPlace:46477,IDFM:StopPlaceEntrance:50170489,IDFM:monomodalStopPlace:46477,1,1,46.69,59,,,,,
IDFM:StopPlaceEntrance:50171271:monomodalStopPlace:46477,IDFM:StopPlaceEntrance:50171271,IDFM:monomodalStopPlace:46477,1,1,43.37,55,,,,,
IDFM:StopPlaceEntrance:50170375:monomodalStopPlace:46470,IDFM:StopPlaceEntrance:50170375,IDFM:monomodalStopPlace:46470,1,1,13.51,17,,,,,
IDFM:StopPlaceEntrance:50171142:monomodalStopPlace:46470,IDFM:StopPlaceEntrance:50171142,IDFM:monomodalStopPlace:46470,1,1,14.58,18,,,,,
IDFM:StopPlaceEntrance:50148487:463303,IDFM:StopPlaceEntrance:50148487,IDFM:463303,1,1,20.6,26,,,,,
IDFM:StopPlaceEntrance:50148487:22217,IDFM:StopPlaceEntrance:50148487,IDFM:22217,1,1,26.87,34,,,,,
IDFM:StopPlaceEntrance:50148488:22226,IDFM:StopPlaceEntrance:50148488,IDFM:22226,1,1,24.33,30,,,,,
IDFM:StopPlaceEntrance:50148488:463320,IDFM:StopPlaceEntrance:50148488,IDFM:463320,1,1,27.76,35,,,,,
IDFM:StopPlaceEntrance:50170681:monomodalStopPlace:47790,IDFM:StopPlaceEntrance:50170681,IDFM:monomodalStopPlace:47790,1,1,51.76,65,,,,,
IDFM:StopPlaceEntrance:50170695:monomodalStopPlace:47790,IDFM:StopPlaceEntrance:50170695,IDFM:monomodalStopPlace:47790,1,1,43.04,54,,,,,
IDFM:StopPlaceEntrance:50147800:462992,IDFM:StopPlaceEntrance:50147800,IDFM:462992,1,1,32.39,41,,,,,
IDFM:StopPlaceEntrance:50147800:22139,IDFM:StopPlaceEntrance:50147800,IDFM:22139,1,1,38.35,48,,,,,
IDFM:StopPlaceEntrance:50147801:462992,IDFM:StopPlaceEntrance:50147801,IDFM:462992,1,1,63.89,81,,,,,
IDFM:StopPlaceEntrance:50147801:22139,IDFM:StopPlaceEntrance:50147801,IDFM:22139,1,1,70,89,,,,,
IDFM:22139:StopPlaceEntrance:50148827,IDFM:22139,IDFM:StopPlaceEntrance:50148827,1,0,77.04,98,,,,,
IDFM:462992:StopPlaceEntrance:50148827,IDFM:462992,IDFM:StopPlaceEntrance:50148827,1,0,87.94,112,,,,,
IDFM:StopPlaceEntrance:50148864:463324,IDFM:StopPlaceEntrance:50148864,IDFM:463324,1,1,18.34,23,,,,,
IDFM:StopPlaceEntrance:50148864:22401,IDFM:StopPlaceEntrance:50148864,IDFM:22401,1,1,27.58,35,,,,,
IDFM:StopPlaceEntrance:50148149:22401,IDFM:StopPlaceEntrance:50148149,IDFM:22401,1,1,8.92,11,,,,,
IDFM:StopPlaceEntrance:50148149:463324,IDFM:StopPlaceEntrance:50148149,IDFM:463324,1,1,18.2,23,,,,,
IDFM:StopPlaceEntrance:50148148:22401,IDFM:StopPlaceEntrance:50148148,IDFM:22401,1,1,21.1,26,,,,,
IDFM:StopPlaceEntrance:50148148:463324,IDFM:StopPlaceEntrance:50148148,IDFM:463324,1,1,23.4,29,,,,,
IDFM:StopPlaceEntrance:50148735:463082,IDFM:StopPlaceEntrance:50148735,IDFM:463082,1,1,36.9,47,,,,,
IDFM:StopPlaceEntrance:50148735:24679,IDFM:StopPlaceEntrance:50148735,IDFM:24679,1,1,39.18,49,,,,,
IDFM:StopPlaceEntrance:50148737:463082,IDFM:StopPlaceEntrance:50148737,IDFM:463082,1,1,101.69,129,,,,,
IDFM:StopPlaceEntrance:50148737:24679,IDFM:StopPlaceEntrance:50148737,IDFM:24679,1,1,103.46,131,,,,,
IDFM:StopPlaceEntrance:50148736:24679,IDFM:StopPlaceEntrance:50148736,IDFM:24679,1,1,60.5,77,,,,,
IDFM:StopPlaceEntrance:50148736:463082,IDFM:StopPlaceEntrance:50148736,IDFM:463082,1,1,62.13,79,,,,,
IDFM:StopPlaceEntrance:50170378:monomodalStopPlace:58498,IDFM:StopPlaceEntrance:50170378,IDFM:monomodalStopPlace:58498,1,1,69.55,88,,,,,
IDFM:StopPlaceEntrance:50170379:monomodalStopPlace:58498,IDFM:StopPlaceEntrance:50170379,IDFM:monomodalStopPlace:58498,1,1,68.94,87,,,,,
IDFM:StopPlaceEntrance:50171334:486891,IDFM:StopPlaceEntrance:50171334,IDFM:486891,1,1,108.22,137,,,,,
IDFM:StopPlaceEntrance:50171334:486889,IDFM:StopPlaceEntrance:50171334,IDFM:486889,1,1,108.24,137,,,,,
IDFM:StopPlaceEntrance:50170928:486891,IDFM:StopPlaceEntrance:50170928,IDFM:486891,1,1,113.99,145,,,,,
IDFM:StopPlaceEntrance:50170928:486889,IDFM:StopPlaceEntrance:50170928,IDFM:486889,1,1,114.77,146,,,,,
IDFM:StopPlaceEntrance:50170929:486889,IDFM:StopPlaceEntrance:50170929,IDFM:486889,1,1,114.92,146,,,,,
IDFM:StopPlaceEntrance:50170929:486891,IDFM:StopPlaceEntrance:50170929,IDFM:486891,1,1,114.94,146,,,,,
IDFM:StopPlaceEntrance:50170926:486891,IDFM:StopPlaceEntrance:50170926,IDFM:486891,1,1,115.27,146,,,,,
IDFM:StopPlaceEntrance:50170926:486889,IDFM:StopPlaceEntrance:50170926,IDFM:486889,1,1,117.53,149,,,,,
IDFM:StopPlaceEntrance:50170927:486889,IDFM:StopPlaceEntrance:50170927,IDFM:486889,1,1,113.3,144,,,,,
IDFM:StopPlaceEntrance:50170927:486891,IDFM:StopPlaceEntrance:50170927,IDFM:486891,1,1,114.74,146,,,,,
IDFM:StopPlaceEntrance:50170448:486891,IDFM:StopPlaceEntrance:50170448,IDFM:486891,1,1,97.47,124,,,,,
IDFM:StopPlaceEntrance:50170448:486889,IDFM:StopPlaceEntrance:50170448,IDFM:486889,1,1,97.56,124,,,,,
IDFM:StopPlaceEntrance:50170585:monomodalStopPlace:47932,IDFM:StopPlaceEntrance:50170585,IDFM:monomodalStopPlace:47932,1,1,39.44,50,,,,,
IDFM:StopPlaceEntrance:50170086:monomodalStopPlace:47932,IDFM:StopPlaceEntrance:50170086,IDFM:monomodalStopPlace:47932,1,1,23.04,29,,,,,
IDFM:StopPlaceEntrance:50170106:monomodalStopPlace:47932,IDFM:StopPlaceEntrance:50170106,IDFM:monomodalStopPlace:47932,1,1,20.83,26,,,,,
IDFM:StopPlaceEntrance:50170813:monomodalStopPlace:47932,IDFM:StopPlaceEntrance:50170813,IDFM:monomodalStopPlace:47932,1,1,6.1,7,,,,,
IDFM:StopPlaceEntrance:50170652:monomodalStopPlace:47930,IDFM:StopPlaceEntrance:50170652,IDFM:monomodalStopPlace:47930,1,1,47.54,60,,,,,
IDFM:StopPlaceEntrance:50170653:monomodalStopPlace:47930,IDFM:StopPlaceEntrance:50170653,IDFM:monomodalStopPlace:47930,1,1,26.71,34,,,,,
IDFM:StopPlaceEntrance:50171264:monomodalStopPlace:47939,IDFM:StopPlaceEntrance:50171264,IDFM:monomodalStopPlace:47939,1,1,100.52,128,,,,,
IDFM:StopPlaceEntrance:50170815:monomodalStopPlace:47939,IDFM:StopPlaceEntrance:50170815,IDFM:monomodalStopPlace:47939,1,1,118.1,150,,,,,
IDFM:StopPlaceEntrance:50170816:monomodalStopPlace:47939,IDFM:StopPlaceEntrance:50170816,IDFM:monomodalStopPlace:47939,1,1,117.44,149,,,,,
IDFM:StopPlaceEntrance:50170850:monomodalStopPlace:47937,IDFM:StopPlaceEntrance:50170850,IDFM:monomodalStopPlace:47937,1,1,21.45,27,,,,,
IDFM:StopPlaceEntrance:50171263:monomodalStopPlace:47937,IDFM:StopPlaceEntrance:50171263,IDFM:monomodalStopPlace:47937,1,1,16.66,21,,,,,
IDFM:StopPlaceEntrance:50170313:monomodalStopPlace:47935,IDFM:StopPlaceEntrance:50170313,IDFM:monomodalStopPlace:47935,1,1,34.74,44,,,,,
IDFM:StopPlaceEntrance:50170479:monomodalStopPlace:47935,IDFM:StopPlaceEntrance:50170479,IDFM:monomodalStopPlace:47935,1,1,20.28,25,,,,,
IDFM:StopPlaceEntrance:50170314:monomodalStopPlace:47935,IDFM:StopPlaceEntrance:50170314,IDFM:monomodalStopPlace:47935,1,1,72.07,91,,,,,
IDFM:StopPlaceEntrance:50170514:monomodalStopPlace:47935,IDFM:StopPlaceEntrance:50170514,IDFM:monomodalStopPlace:47935,1,1,14.33,18,,,,,
IDFM:StopPlaceEntrance:50170515:monomodalStopPlace:47935,IDFM:StopPlaceEntrance:50170515,IDFM:monomodalStopPlace:47935,1,1,40.51,51,,,,,
IDFM:StopPlaceEntrance:50170814:monomodalStopPlace:47922,IDFM:StopPlaceEntrance:50170814,IDFM:monomodalStopPlace:47922,1,1,28.53,36,,,,,
IDFM:StopPlaceEntrance:50170487:monomodalStopPlace:47923,IDFM:StopPlaceEntrance:50170487,IDFM:monomodalStopPlace:47923,1,1,63.49,80,,,,,
IDFM:StopPlaceEntrance:50170220:monomodalStopPlace:47923,IDFM:StopPlaceEntrance:50170220,IDFM:monomodalStopPlace:47923,1,1,53.86,68,,,,,
IDFM:StopPlaceEntrance:50170221:monomodalStopPlace:47923,IDFM:StopPlaceEntrance:50170221,IDFM:monomodalStopPlace:47923,1,1,45.23,57,,,,,
IDFM:StopPlaceEntrance:50170486:monomodalStopPlace:47923,IDFM:StopPlaceEntrance:50170486,IDFM:monomodalStopPlace:47923,1,1,73.27,93,,,,,
IDFM:StopPlaceEntrance:50170222:monomodalStopPlace:47923,IDFM:StopPlaceEntrance:50170222,IDFM:monomodalStopPlace:47923,1,1,34.21,43,,,,,
IDFM:StopPlaceEntrance:50170358:monomodalStopPlace:47920,IDFM:StopPlaceEntrance:50170358,IDFM:monomodalStopPlace:47920,1,1,77.52,98,,,,,
IDFM:StopPlaceEntrance:50170034:monomodalStopPlace:47920,IDFM:StopPlaceEntrance:50170034,IDFM:monomodalStopPlace:47920,1,1,32.06,40,,,,,
IDFM:StopPlaceEntrance:50170359:monomodalStopPlace:47920,IDFM:StopPlaceEntrance:50170359,IDFM:monomodalStopPlace:47920,1,1,71.01,90,,,,,
IDFM:StopPlaceEntrance:50171161:monomodalStopPlace:47921,IDFM:StopPlaceEntrance:50171161,IDFM:monomodalStopPlace:47921,1,1,43.88,55,,,,,
IDFM:StopPlaceEntrance:50170826:monomodalStopPlace:47921,IDFM:StopPlaceEntrance:50170826,IDFM:monomodalStopPlace:47921,1,1,27.86,35,,,,,
IDFM:StopPlaceEntrance:50171247:monomodalStopPlace:47928,IDFM:StopPlaceEntrance:50171247,IDFM:monomodalStopPlace:47928,1,1,131.29,167,,,,,
IDFM:StopPlaceEntrance:50170610:monomodalStopPlace:47928,IDFM:StopPlaceEntrance:50170610,IDFM:monomodalStopPlace:47928,1,1,57.33,73,,,,,
IDFM:StopPlaceEntrance:50170484:monomodalStopPlace:47928,IDFM:StopPlaceEntrance:50170484,IDFM:monomodalStopPlace:47928,1,1,60.62,77,,,,,
IDFM:StopPlaceEntrance:50170440:monomodalStopPlace:47928,IDFM:StopPlaceEntrance:50170440,IDFM:monomodalStopPlace:47928,1,1,113.76,144,,,,,
IDFM:StopPlaceEntrance:50170573:monomodalStopPlace:47928,IDFM:StopPlaceEntrance:50170573,IDFM:monomodalStopPlace:47928,1,1,72.46,92,,,,,
IDFM:StopPlaceEntrance:50170168:monomodalStopPlace:47929,IDFM:StopPlaceEntrance:50170168,IDFM:monomodalStopPlace:47929,1,1,31.26,39,,,,,
IDFM:StopPlaceEntrance:50170522:monomodalStopPlace:47929,IDFM:StopPlaceEntrance:50170522,IDFM:monomodalStopPlace:47929,1,1,70.64,89,,,,,
IDFM:StopPlaceEntrance:50170620:monomodalStopPlace:47927,IDFM:StopPlaceEntrance:50170620,IDFM:monomodalStopPlace:47927,1,1,90.45,115,,,,,
IDFM:StopPlaceEntrance:50170576:monomodalStopPlace:47927,IDFM:StopPlaceEntrance:50170576,IDFM:monomodalStopPlace:47927,1,1,59.14,75,,,,,
IDFM:StopPlaceEntrance:50170911:monomodalStopPlace:47927,IDFM:StopPlaceEntrance:50170911,IDFM:monomodalStopPlace:47927,1,1,78.88,100,,,,,
IDFM:StopPlaceEntrance:50170912:monomodalStopPlace:47927,IDFM:StopPlaceEntrance:50170912,IDFM:monomodalStopPlace:47927,1,1,110.89,141,,,,,
IDFM:StopPlaceEntrance:50170256:monomodalStopPlace:47924,IDFM:StopPlaceEntrance:50170256,IDFM:monomodalStopPlace:47924,1,1,17.58,22,,,,,
IDFM:StopPlaceEntrance:50170257:monomodalStopPlace:47924,IDFM:StopPlaceEntrance:50170257,IDFM:monomodalStopPlace:47924,1,1,32.87,41,,,,,
IDFM:StopPlaceEntrance:50170258:monomodalStopPlace:47924,IDFM:StopPlaceEntrance:50170258,IDFM:monomodalStopPlace:47924,1,1,23.49,29,,,,,
IDFM:StopPlaceEntrance:50170218:monomodalStopPlace:47924,IDFM:StopPlaceEntrance:50170218,IDFM:monomodalStopPlace:47924,1,1,31.92,40,,,,,
IDFM:StopPlaceEntrance:50171253:monomodalStopPlace:47925,IDFM:StopPlaceEntrance:50171253,IDFM:monomodalStopPlace:47925,1,1,42.25,53,,,,,
IDFM:StopPlaceEntrance:50171254:monomodalStopPlace:47925,IDFM:StopPlaceEntrance:50171254,IDFM:monomodalStopPlace:47925,1,1,34.96,44,,,,,
IDFM:StopPlaceEntrance:50170606:monomodalStopPlace:47925,IDFM:StopPlaceEntrance:50170606,IDFM:monomodalStopPlace:47925,1,1,46.5,59,,,,,
IDFM:StopPlaceEntrance:50170612:monomodalStopPlace:47925,IDFM:StopPlaceEntrance:50170612,IDFM:monomodalStopPlace:47925,1,1,60.94,77,,,,,
IDFM:StopPlaceEntrance:50170840:monomodalStopPlace:47911,IDFM:StopPlaceEntrance:50170840,IDFM:monomodalStopPlace:47911,1,1,106.73,135,,,,,
IDFM:StopPlaceEntrance:50170455:monomodalStopPlace:47911,IDFM:StopPlaceEntrance:50170455,IDFM:monomodalStopPlace:47911,1,1,77.05,98,,,,,
IDFM:StopPlaceEntrance:50170456:monomodalStopPlace:47911,IDFM:StopPlaceEntrance:50170456,IDFM:monomodalStopPlace:47911,1,1,16.08,20,,,,,
IDFM:StopPlaceEntrance:50170550:monomodalStopPlace:47911,IDFM:StopPlaceEntrance:50170550,IDFM:monomodalStopPlace:47911,1,1,41.17,52,,,,,
