trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
1-21236-0B0-0083,19:41:00,19:42:00,830012887,6,,,,,1
1-21236-0B0-0083,19:51:00,19:52:00,830012886,7,,,,,1
1-21236-0B0-0083,19:57:00,19:58:00,830012885,8,,,,,1
1-21236-0B0-0083,20:09:00,20:10:00,830012882,9,,,,,1
1-21236-0B0-0083,20:21:00,20:22:00,830012880,10,,,,,1
1-21236-0B0-0083,20:28:00,20:29:00,830012879,11,,,,,1
1-21236-0B0-0083,20:51:00,20:53:00,830012878,12,,,,,1
1-21236-0B0-0083,21:03:00,21:08:00,830012876,13,,,,,1
1-21236-0B0-0083,21:24:00,21:25:00,830012874,14,,,,,1
1-21236-0B0-0083,21:32:00,21:33:00,830012873,15,,,,,1
1-21236-0B0-0083,21:42:00,21:43:00,830012872,16,,,,,1
1-21236-0B0-0083,21:56:00,21:56:00,830012869,17,,,,,1
1-21235-0B1-0083,15:30:00,15:30:00,830012878,1,,,,,1
1-21235-0B1-0083,15:41:00,15:42:00,830012879,2,,,,,1
1-21235-0B1-0083,15:47:00,15:48:00,830012880,3,,,,,1
1-21235-0B1-0083,15:58:00,15:59:00,830012882,4,,,,,1
1-21235-0B1-0083,16:07:00,16:08:00,830012885,5,,,,,1
1-21235-0B1-0083,16:12:00,16:13:00,830012886,6,,,,,1
1-21235-0B1-0083,16:18:00,16:19:00,830012887,7,,,,,1
1-21235-0B1-0083,16:30:00,16:31:00,830012888,8,,,,,1
1-21235-0B1-0083,16:35:00,16:36:00,830012889,9,,,,,1
1-21235-0B1-0083,16:41:00,16:42:00,830012890,10,,,,,1
1-21235-0B1-0083,16:45:00,16:46:00,830012819,11,,,,,1
1-21235-0B1-0083,16:53:00,16:53:00,830012891,12,,,,,1
1-21234-0B2-0083,19:15:00,19:15:00,830012891,1,,,,,1
1-21234-0B2-0083,19:20:00,19:21:00,830012819,2,,,,,1
1-21234-0B2-0083,19:23:00,19:24:00,830012890,3,,,,,1
1-21234-0B2-0083,19:28:00,19:29:00,830012889,4,,,,,1
1-21234-0B2-0083,19:33:00,19:34:00,830012888,5,,,,,1
1-21234-0B2-0083,19:40:00,19:41:00,830012887,6,,,,,1
1-21234-0B2-0083,19:50:00,19:51:00,830012886,7,,,,,1
1-21234-0B2-0083,19:57:00,19:58:00,830012885,8,,,,,1
1-21234-0B2-0083,20:08:00,20:09:00,830012882,9,,,,,1
1-21234-0B2-0083,20:20:00,20:21:00,830012880,10,,,,,1
1-21234-0B2-0083,20:27:00,20:28:00,830012879,11,,,,,1
1-21234-0B2-0083,20:39:00,20:40:00,830012878,12,,,,,1
1-21234-0B2-0083,21:06:00,21:11:00,830012873,13,,,,,1
1-21234-0B2-0083,21:20:00,21:21:00,830012872,14,,,,,1
1-21234-0B2-0083,21:34:00,21:34:00,830012869,15,,,,,1
1-21233-0B3-0083,14:30:00,14:30:00,830012878,1,,,,,1
1-21233-0B3-0083,14:40:00,14:41:00,830012879,2,,,,,1
1-21233-0B3-0083,14:47:00,14:48:00,830012880,3,,,,,1
1-21233-0B3-0083,14:59:00,15:00:00,830012882,4,,,,,1
1-21233-0B3-0083,15:09:00,15:10:00,830012885,5,,,,,1
1-21233-0B3-0083,15:15:00,15:16:00,830012886,6,,,,,1
1-21233-0B3-0083,15:21:00,15:22:00,830012887,7,,,,,1
1-21233-0B3-0083,15:34:00,15:35:00,830012888,8,,,,,1
1-21233-0B3-0083,15:39:00,15:40:00,830012889,9,,,,,1
1-21233-0B3-0083,15:45:00,15:46:00,830012890,10,,,,,1
1-21233-0B3-0083,15:49:00,15:50:00,830012819,11,,,,,1
1-21233-0B3-0083,15:57:00,15:57:00,830012891,12,,,,,1
1-21232-0B4-0083,17:20:00,17:20:00,830012891,1,,,,,1
1-21232-0B4-0083,17:25:00,17:26:00,830012819,2,,,,,1
1-21232-0B4-0083,17:28:00,17:29:00,830012890,3,,,,,1
1-21232-0B4-0083,17:33:00,17:34:00,830012889,4,,,,,1
1-21232-0B4-0083,17:38:00,17:39:00,830012888,5,,,,,1
1-21232-0B4-0083,17:46:00,17:47:00,830012887,6,,,,,1
1-21232-0B4-0083,17:56:00,17:57:00,830012886,7,,,,,1
1-21232-0B4-0083,18:03:00,18:04:00,830012885,8,,,,,1
1-21232-0B4-0083,18:13:00,18:14:00,830012882,9,,,,,1
1-21232-0B4-0083,18:24:00,18:25:00,830012880,10,,,,,1
1-21232-0B4-0083,18:32:00,18:33:00,830012879,11,,,,,1
1-21232-0B4-0083,18:45:00,18:48:00,830012878,12,,,,,1
1-21232-0B4-0083,19:08:00,19:09:00,830012874,13,,,,,1
1-21232-0B4-0083,19:16:00,19:17:00,830012873,14,,,,,1
1-21232-0B4-0083,19:38:00,19:38:00,830012869,15,,,,,1
1-21231-0B5-0083,13:30:00,13:30:00,830012878,1,,,,,1
1-21231-0B5-0083,13:40:00,13:41:00,830012879,2,,,,,1
1-21231-0B5-0083,13:47:00,13:48:00,830012880,3,,,,,1
1-21231-0B5-0083,13:59:00,14:00:00,830012882,4,,,,,1
1-21231-0B5-0083,14:26:00,14:27:00,830012888,5,,,,,1
1-21231-0B5-0083,14:34:00,14:35:00,830012819,6,,,,,1
1-21231-0B5-0083,14:43:00,14:43:00,830012891,7,,,,,1
1-21230-0B6-0083,17:08:00,17:08:00,830012891,1,,,,,1
1-21230-0B6-0083,17:13:00,17:14:00,830012819,2,,,,,1
1-21230-0B6-0083,17:16:00,17:17:00,830012890,3,,,,,1
1-21230-0B6-0083,17:21:00,17:22:00,830012889,4,,,,,1
1-21230-0B6-0083,17:26:00,17:27:00,830012888,5,,,,,1
1-21230-0B6-0083,17:33:00,17:34:00,830012887,6,,,,,1
1-21230-0B6-0083,17:43:00,17:44:00,830012886,7,,,,,1
1-21230-0B6-0083,17:49:00,17:50:00,830012885,8,,,,,1
1-21230-0B6-0083,17:59:00,18:00:00,830012882,9,,,,,1
1-21230-0B6-0083,18:10:00,18:11:00,830012880,10,,,,,1
1-21230-0B6-0083,18:17:00,18:18:00,830012879,11,,,,,1
1-21230-0B6-0083,18:29:00,18:29:00,830012878,12,,,,,1
1-21229-0B7-0083,09:30:00,09:30:00,830012878,1,,,,,1
1-21229-0B7-0083,09:41:00,09:42:00,830012879,2,,,,,1
1-21229-0B7-0083,09:48:00,09:49:00,830012880,3,,,,,1
1-21229-0B7-0083,10:00:00,10:01:00,830012882,4,,,,,1
1-21229-0B7-0083,10:09:00,10:10:00,830012885,5,,,,,1
1-21229-0B7-0083,10:15:00,10:16:00,830012886,6,,,,,1
1-21229-0B7-0083,10:20:00,10:21:00,830012887,7,,,,,1
1-21229-0B7-0083,10:33:00,10:34:00,830012888,8,,,,,1
1-21229-0B7-0083,10:40:00,10:41:00,830012890,9,,,,,1
1-21229-0B7-0083,10:43:00,10:45:00,830012819,10,,,,,1
1-21229-0B7-0083,10:52:00,10:52:00,830012891,11,,,,,1
1-21228-0B8-0083,15:22:00,15:22:00,830012891,1,,,,,1
1-21228-0B8-0083,15:28:00,15:29:00,830012819,2,,,,,1
1-21228-0B8-0083,15:36:00,15:37:00,830012888,3,,,,,1
1-21228-0B8-0083,16:04:00,16:05:00,830012882,4,,,,,1
1-21228-0B8-0083,16:16:00,16:17:00,830012880,5,,,,,1
1-21228-0B8-0083,16:23:00,16:24:00,830012879,6,,,,,1
1-21228-0B8-0083,16:37:00,16:37:00,830012878,7,,,,,1
1-21227-0B9-0083,06:40:00,06:40:00,830012869,1,,,,,1
1-21227-0B9-0083,06:50:00,06:51:00,830012872,2,,,,,1
1-21227-0B9-0083,06:59:00,07:00:00,830012873,3,,,,,1
1-21227-0B9-0083,07:06:00,07:07:00,830012874,4,,,,,1
1-21227-0B9-0083,07:20:00,07:21:00,830012876,5,,,,,1
1-21227-0B9-0083,07:29:00,07:30:00,830012878,6,,,,,1
1-21227-0B9-0083,07:40:00,07:41:00,830012879,7,,,,,1
1-21227-0B9-0083,07:47:00,07:48:00,830012880,8,,,,,1
1-21227-0B9-0083,07:59:00,08:00:00,830012882,9,,,,,1
1-21227-0B9-0083,08:09:00,08:10:00,830012885,10,,,,,1
1-21227-0B9-0083,08:15:00,08:16:00,830012886,11,,,,,1
1-21227-0B9-0083,08:20:00,08:21:00,830012887,12,,,,,1
1-21227-0B9-0083,08:33:00,08:34:00,830012888,13,,,,,1
1-21227-0B9-0083,08:42:00,08:43:00,830012819,14,,,,,1
1-21227-0B9-0083,08:49:00,08:49:00,830012891,15,,,,,1
1-21226-0BA-0083,11:07:00,11:07:00,830012891,1,,,,,1
1-21226-0BA-0083,11:12:00,11:13:00,830012819,2,,,,,1
1-21226-0BA-0083,11:16:00,11:17:00,830012890,3,,,,,1
1-21226-0BA-0083,11:21:00,11:22:00,830012889,4,,,,,1
1-21226-0BA-0083,11:26:00,11:27:00,830012888,5,,,,,1
1-21226-0BA-0083,11:33:00,11:34:00,830012887,6,,,,,1
1-21226-0BA-0083,11:44:00,11:45:00,830012886,7,,,,,1
1-21226-0BA-0083,11:51:00,11:52:00,830012885,8,,,,,1
1-21226-0BA-0083,12:01:00,12:02:00,830012882,9,,,,,1
1-21226-0BA-0083,12:12:00,12:13:00,830012880,10,,,,,1
1-21226-0BA-0083,12:19:00,12:20:00,830012879,11,,,,,1
1-21226-0BA-0083,12:32:00,12:32:00,830012878,12,,,,,1
1-21225-0BB-0083,06:35:00,06:35:00,830012869,1,,,,,1
1-21225-0BB-0083,06:46:00,06:47:00,830012872,2,,,,,1
1-21225-0BB-0083,06:57:00,06:58:00,830012873,3,,,,,1
1-21225-0BB-0083,07:04:00,07:05:00,830012874,4,,,,,1
1-21225-0BB-0083,07:19:00,07:20:00,830012876,5,,,,,1
1-21225-0BB-0083,07:28:00,07:30:00,830012878,6,,,,,1
1-21225-0BB-0083,07:40:00,07:41:00,830012879,7,,,,,1
1-21225-0BB-0083,07:47:00,07:48:00,830012880,8,,,,,1
1-21225-0BB-0083,07:59:00,08:00:00,830012882,9,,,,,1
1-21225-0BB-0083,08:25:00,08:26:00,830012888,10,,,,,1
1-21225-0BB-0083,08:35:00,08:36:00,830012819,11,,,,,1
1-21225-0BB-0083,08:43:00,08:43:00,830012891,12,,,,,1
1-21224-0BC-0083,11:10:00,11:10:00,830012891,1,,,,,1
1-21224-0BC-0083,11:15:00,11:16:00,830012819,2,,,,,1
1-21224-0BC-0083,11:18:00,11:19:00,830012890,3,,,,,1
1-21224-0BC-0083,11:23:00,11:24:00,830012889,4,,,,,1
1-21224-0BC-0083,11:28:00,11:29:00,830012888,5,,,,,1
1-21224-0BC-0083,11:35:00,11:36:00,830012887,6,,,,,1
1-21224-0BC-0083,11:45:00,11:46:00,830012886,7,,,,,1
1-21224-0BC-0083,11:51:00,11:52:00,830012885,8,,,,,1
1-21224-0BC-0083,12:00:00,12:01:00,830012882,9,,,,,1
1-21224-0BC-0083,12:12:00,12:13:00,830012880,10,,,,,1
1-21224-0BC-0083,12:19:00,12:20:00,830012879,11,,,,,1
1-21224-0BC-0083,12:32:00,12:32:00,830012878,12,,,,,1
1-21223-0BD-0083,05:35:00,05:35:00,830012869,1,,,,,1
1-21223-0BD-0083,05:46:00,05:47:00,830012872,2,,,,,1
1-21223-0BD-0083,05:56:00,05:57:00,830012873,3,,,,,1
1-21223-0BD-0083,06:03:00,06:04:00,830012874,4,,,,,1
1-21223-0BD-0083,06:23:00,06:25:00,830012878,5,,,,,1
1-21223-0BD-0083,06:35:00,06:36:00,830012879,6,,,,,1
1-21223-0BD-0083,06:43:00,06:44:00,830012880,7,,,,,1
1-21223-0BD-0083,06:56:00,06:57:00,830012882,8,,,,,1
1-21223-0BD-0083,07:20:00,07:21:00,830012888,9,,,,,1
1-21223-0BD-0083,07:30:00,07:31:00,830012819,10,,,,,1
1-21223-0BD-0083,07:40:00,07:40:00,830012891,11,,,,,1
1-21222-0BE-0083,10:10:00,10:10:00,830012891,1,,,,,1
1-21222-0BE-0083,10:15:00,10:16:00,830012819,2,,,,,1
1-21222-0BE-0083,10:18:00,10:19:00,830012890,3,,,,,1
1-21222-0BE-0083,10:23:00,10:24:00,830012889,4,,,,,1
1-21222-0BE-0083,10:27:00,10:28:00,830012888,5,,,,,1
1-21222-0BE-0083,10:34:00,10:35:00,830012887,6,,,,,1
1-21222-0BE-0083,10:44:00,10:45:00,830012886,7,,,,,1
1-21222-0BE-0083,10:50:00,10:51:00,830012885,8,,,,,1
1-21222-0BE-0083,10:59:00,11:00:00,830012882,9,,,,,1
1-21222-0BE-0083,11:19:00,11:20:00,830012880,10,,,,,1
1-21222-0BE-0083,11:26:00,11:27:00,830012879,11,,,,,1
1-21222-0BE-0083,11:38:00,11:38:00,830012878,12,,,,,1
1-21221-0BF-0083,05:25:00,05:25:00,830012878,1,,,,,1
1-21221-0BF-0083,05:35:00,05:36:00,830012879,2,,,,,1
1-21221-0BF-0083,05:42:00,05:43:00,830012880,3,,,,,1
1-21221-0BF-0083,05:54:00,05:55:00,830012882,4,,,,,1
1-21221-0BF-0083,06:04:00,06:05:00,830012885,5,,,,,1
1-21221-0BF-0083,06:10:00,06:11:00,830012886,6,,,,,1
1-21221-0BF-0083,06:15:00,06:16:00,830012887,7,,,,,1
1-21221-0BF-0083,06:28:00,06:29:00,830012888,8,,,,,1
1-21221-0BF-0083,06:36:00,06:37:00,830012819,9,,,,,1
1-21221-0BF-0083,06:43:00,06:43:00,830012891,10,,,,,1
1-21220-0C0-0083,07:18:00,07:18:00,830012891,1,,,,,1
1-21220-0C0-0083,07:24:00,07:25:00,830012819,2,,,,,1
1-21220-0C0-0083,07:32:00,07:33:00,830012888,3,,,,,1
1-21220-0C0-0083,07:59:00,08:00:00,830012882,4,,,,,1
1-21220-0C0-0083,08:11:00,08:12:00,830012880,5,,,,,1
1-21220-0C0-0083,08:18:00,08:19:00,830012879,6,,,,,1
1-21220-0C0-0083,08:30:00,08:30:00,830012878,7,,,,,1
1-20887-0C1-0083,18:40:00,18:40:00,830012818,1,,,,,1
1-20887-0C1-0083,18:42:00,18:43:00,830012802,2,,,,,1
1-20887-0C1-0083,18:58:00,18:58:00,830012807,3,,,,,1
1-20885-0C2-0083,18:30:00,18:30:00,830012818,1,,,,,1
1-20885-0C2-0083,18:32:00,18:33:00,830012802,2,,,,,1
1-20885-0C2-0083,18:48:00,18:48:00,830012807,3,,,,,1
1-20884-0C3-0083,15:31:00,15:31:00,830012807,1,,,,,1
1-20884-0C3-0083,15:46:00,15:47:00,830012802,2,,,,,1
1-20884-0C3-0083,15:50:00,15:50:00,830012818,3,,,,,1
1-20883-0C4-0083,16:05:00,16:05:00,830012818,1,,,,,1
1-20883-0C4-0083,16:07:00,16:08:00,830012802,2,,,,,1
1-20883-0C4-0083,16:23:00,16:23:00,830012807,3,,,,,1
1-20882-0C5-0083,13:45:00,13:45:00,830012807,1,,,,,1
1-20882-0C5-0083,14:00:00,14:01:00,830012802,2,,,,,1
1-20882-0C5-0083,14:04:00,14:04:00,830012818,3,,,,,1
1-20881-0C6-0083,14:15:00,14:15:00,830012818,1,,,,,1
1-20881-0C6-0083,14:17:00,14:18:00,830012802,2,,,,,1
1-20881-0C6-0083,14:33:00,14:33:00,830012807,3,,,,,1
1-20880-0C7-0083,08:39:00,08:39:00,830012807,1,,,,,1
1-20880-0C7-0083,08:52:00,08:53:00,830012802,2,,,,,1
1-20880-0C7-0083,08:56:00,08:56:00,830012818,3,,,,,1
1-20879-0C8-0083,09:52:00,09:52:00,830012818,1,,,,,1
1-20879-0C8-0083,09:54:00,09:55:00,830012802,2,,,,,1
1-20879-0C8-0083,10:10:00,10:10:00,830012807,3,,,,,1
1-20878-0C9-0083,06:50:00,06:50:00,830012807,1,,,,,1
1-20878-0C9-0083,07:04:00,07:05:00,830012802,2,,,,,1
1-20878-0C9-0083,07:07:00,07:07:00,830012818,3,,,,,1
1-20877-0CA-0083,07:18:00,07:18:00,830012818,1,,,,,1
1-20877-0CA-0083,07:20:00,07:21:00,830012802,2,,,,,1
1-20877-0CA-0083,07:36:00,07:36:00,830012807,3,,,,,1
1-20874-0CB-0083,20:00:00,20:00:00,830012891,1,,,,,1
1-20874-0CB-0083,20:02:00,20:03:00,830012810,2,,,,,1
1-20874-0CB-0083,20:07:00,20:08:00,830012819,3,,,,,1
1-20874-0CB-0083,20:10:00,20:11:00,830012890,4,,,,,1
1-20874-0CB-0083,20:15:00,20:16:00,830012809,5,,,,,1
1-20874-0CB-0083,20:18:00,20:19:00,830012889,6,,,,,1
1-20874-0CB-0083,20:21:00,20:22:00,830012808,7,,,,,1
1-20874-0CB-0083,20:26:00,20:26:00,830012888,8,,,,,1
1-20872-0CC-0083,18:30:00,18:30:00,830012891,1,,,,,1
1-20872-0CC-0083,18:35:00,18:36:00,830012819,2,,,,,1
1-20872-0CC-0083,18:40:00,18:40:00,830012890,3,,,,,1
1-20871-0CD-0083,18:50:00,18:50:00,830012890,1,,,,,1
1-20871-0CD-0083,18:52:00,18:53:00,830012819,2,,,,,1
1-20871-0CD-0083,19:00:00,19:00:00,830012891,3,,,,,1
1-20870-0CE-0083,17:25:00,17:25:00,830012891,1,,,,,1
1-20870-0CE-0083,17:30:00,17:31:00,830012819,2,,,,,1
1-20870-0CE-0083,17:35:00,17:35:00,830012890,3,,,,,1
1-20869-0CF-0083,17:45:00,17:45:00,830012890,1,,,,,1
1-20869-0CF-0083,17:47:00,17:48:00,830012819,2,,,,,1
1-20869-0CF-0083,17:55:00,17:55:00,830012891,3,,,,,1
1-20868-0D0-0083,17:05:00,17:05:00,830012891,1,,,,,1
1-20868-0D0-0083,17:10:00,17:11:00,830012819,2,,,,,1
1-20868-0D0-0083,17:15:00,17:15:00,830012890,3,,,,,1
1-20867-0D1-0083,17:25:00,17:25:00,830012890,1,,,,,1
1-20867-0D1-0083,17:27:00,17:28:00,830012819,2,,,,,1
1-20867-0D1-0083,17:35:00,17:35:00,830012891,3,,,,,1
1-20866-0D2-0083,17:15:00,17:15:00,830012891,1,,,,,1
1-20866-0D2-0083,17:20:00,17:21:00,830012819,2,,,,,1
1-20866-0D2-0083,17:25:00,17:25:00,830012890,3,,,,,1
1-20865-0D3-0083,16:25:00,16:25:00,830012890,1,,,,,1
1-20865-0D3-0083,16:27:00,16:28:00,830012819,2,,,,,1
1-20865-0D3-0083,16:35:00,16:35:00,830012891,3,,,,,1
1-20864-0D4-0083,16:05:00,16:05:00,830012891,1,,,,,1
1-20864-0D4-0083,16:10:00,16:11:00,830012819,2,,,,,1
1-20864-0D4-0083,16:15:00,16:15:00,830012890,3,,,,,1
1-20863-0D5-0083,17:35:00,17:35:00,830012890,1,,,,,1
1-20863-0D5-0083,17:37:00,17:38:00,830012819,2,,,,,1
1-20863-0D5-0083,17:45:00,17:45:00,830012891,3,,,,,1
1-20862-0D6-0083,15:15:00,15:15:00,830012891,1,,,,,1
1-20862-0D6-0083,15:20:00,15:21:00,830012819,2,,,,,1
1-20862-0D6-0083,15:25:00,15:25:00,830012890,3,,,,,1
1-20861-0D7-0083,15:35:00,15:35:00,830012890,1,,,,,1
1-20861-0D7-0083,15:37:00,15:38:00,830012819,2,,,,,1
1-20861-0D7-0083,15:45:00,15:45:00,830012891,3,,,,,1
1-20860-0D8-0083,15:15:00,15:15:00,830012891,1,,,,,1
1-20860-0D8-0083,15:20:00,15:21:00,830012819,2,,,,,1
1-20860-0D8-0083,15:25:00,15:25:00,830012890,3,,,,,1
1-20859-0D9-0083,15:40:00,15:40:00,830012890,1,,,,,1
1-20859-0D9-0083,15:42:00,15:43:00,830012819,2,,,,,1
1-20859-0D9-0083,15:50:00,15:50:00,830012891,3,,,,,1
1-20858-0DA-0083,13:15:00,13:15:00,830012891,1,,,,,1
1-20858-0DA-0083,13:20:00,13:21:00,830012819,2,,,,,1
1-20858-0DA-0083,13:25:00,13:25:00,830012890,3,,,,,1
1-20857-0DB-0083,13:35:00,13:35:00,830012890,1,,,,,1
1-20857-0DB-0083,13:37:00,13:38:00,830012819,2,,,,,1
1-20857-0DB-0083,13:45:00,13:45:00,830012891,3,,,,,1
1-20856-0DC-0083,13:15:00,13:15:00,830012891,1,,,,,1
1-20856-0DC-0083,13:20:00,13:21:00,830012819,2,,,,,1
1-20856-0DC-0083,13:25:00,13:25:00,830012890,3,,,,,1
1-20855-0DD-0083,13:35:00,13:35:00,830012890,1,,,,,1
1-20855-0DD-0083,13:37:00,13:38:00,830012819,2,,,,,1
1-20855-0DD-0083,13:45:00,13:45:00,830012891,3,,,,,1
1-20854-0DE-0083,11:40:00,11:40:00,830012891,1,,,,,1
1-20854-0DE-0083,11:45:00,11:46:00,830012819,2,,,,,1
1-20854-0DE-0083,11:50:00,11:50:00,830012890,3,,,,,1
1-20853-0DF-0083,12:00:00,12:00:00,830012890,1,,,,,1
1-20853-0DF-0083,12:02:00,12:03:00,830012819,2,,,,,1
1-20853-0DF-0083,12:10:00,12:10:00,830012891,3,,,,,1
1-20852-0E0-0083,10:15:00,10:15:00,830012891,1,,,,,1
1-20852-0E0-0083,10:20:00,10:21:00,830012819,2,,,,,1
1-20852-0E0-0083,10:25:00,10:25:00,830012890,3,,,,,1
1-20851-0E1-0083,10:35:00,10:35:00,830012890,1,,,,,1
1-20851-0E1-0083,10:37:00,10:38:00,830012819,2,,,,,1
1-20851-0E1-0083,10:45:00,10:45:00,830012891,3,,,,,1
1-20850-0E2-0083,09:15:00,09:15:00,830012891,1,,,,,1
1-20850-0E2-0083,09:20:00,09:21:00,830012819,2,,,,,1
1-20850-0E2-0083,09:25:00,09:25:00,830012890,3,,,,,1
1-20849-0E3-0083,09:35:00,09:35:00,830012890,1,,,,,1
1-20849-0E3-0083,09:37:00,09:38:00,830012819,2,,,,,1
1-20849-0E3-0083,09:45:00,09:45:00,830012891,3,,,,,1
1-20848-0E4-0083,10:15:00,10:15:00,830012891,1,,,,,1
1-20848-0E4-0083,10:20:00,10:21:00,830012819,2,,,,,1
1-20848-0E4-0083,10:25:00,10:25:00,830012890,3,,,,,1
1-20847-0E5-0083,10:35:00,10:35:00,830012890,1,,,,,1
1-20847-0E5-0083,10:37:00,10:38:00,830012819,2,,,,,1
1-20847-0E5-0083,10:45:00,10:45:00,830012891,3,,,,,1
1-20846-0E6-0083,08:18:00,08:18:00,830012891,1,,,,,1
1-20846-0E6-0083,08:23:00,08:24:00,830012819,2,,,,,1
1-20846-0E6-0083,08:28:00,08:28:00,830012890,3,,,,,1
1-20845-0E7-0083,08:38:00,08:38:00,830012890,1,,,,,1
1-20845-0E7-0083,08:40:00,08:41:00,830012819,2,,,,,1
1-20845-0E7-0083,08:48:00,08:48:00,830012891,3,,,,,1
1-20844-0E8-0083,07:15:00,07:15:00,830012891,1,,,,,1
1-20844-0E8-0083,07:20:00,07:21:00,830012819,2,,,,,1
1-20844-0E8-0083,07:25:00,07:25:00,830012890,3,,,,,1
1-20843-0E9-0083,07:35:00,07:35:00,830012890,1,,,,,1
1-20843-0E9-0083,07:37:00,07:38:00,830012819,2,,,,,1
1-20843-0E9-0083,07:45:00,07:45:00,830012891,3,,,,,1
1-20840-0EA-0083,11:05:00,11:05:00,830012862,1,,,,,1
1-20840-0EA-0083,11:22:00,11:23:00,830012860,2,,,,,1
1-20840-0EA-0083,11:32:00,11:33:00,830012859,3,,,,,1
1-20840-0EA-0083,11:46:00,11:47:00,830012857,4,,,,,1
1-20840-0EA-0083,12:05:00,12:05:00,830012902,5,,,,,1
1-20840-0EB-0083,11:05:00,11:05:00,830012862,1,,,,,1
1-20840-0EB-0083,11:22:00,11:23:00,830012860,2,,,,,1
1-20840-0EB-0083,11:32:00,11:33:00,830012859,3,,,,,1
1-20840-0EB-0083,11:46:00,11:47:00,830012857,4,,,,,1
1-20840-0EB-0083,12:05:00,12:06:00,830012902,5,,,,,1
1-20840-0EB-0083,12:11:00,12:11:00,830012855,6,,,,,1
1-20839-0EC-0083,18:41:00,18:41:00,830012902,1,,,,,1
1-20839-0EC-0083,18:52:00,18:53:00,830012896,2,,,,,1
1-20839-0EC-0083,19:02:00,19:03:00,830012857,3,,,,,1
1-20839-0EC-0083,19:16:00,19:17:00,830012859,4,,,,,1
1-20839-0EC-0083,19:26:00,19:31:00,830012860,5,,,,,1
1-20839-0EC-0083,19:49:00,19:49:00,830012862,6,,,,,1
1-20839-0ED-0083,18:38:00,18:38:00,830012855,1,,,,,1
1-20839-0ED-0083,18:40:00,18:41:00,830012902,2,,,,,1
1-20839-0ED-0083,18:52:00,18:53:00,830012896,3,,,,,1
1-20839-0ED-0083,19:02:00,19:03:00,830012857,4,,,,,1
1-20839-0ED-0083,19:16:00,19:17:00,830012859,5,,,,,1
1-20839-0ED-0083,19:26:00,19:31:00,830012860,6,,,,,1
1-20839-0ED-0083,19:49:00,19:49:00,830012862,7,,,,,1
1-20838-0EE-0083,09:12:00,09:12:00,830012862,1,,,,,1
1-20838-0EE-0083,09:27:00,09:28:00,830012860,2,,,,,1
1-20838-0EE-0083,09:37:00,09:38:00,830012859,3,,,,,1
1-20838-0EE-0083,09:50:00,09:51:00,830012857,4,,,,,1
1-20838-0EE-0083,10:09:00,10:09:00,830012902,5,,,,,1
1-20838-0EF-0083,09:12:00,09:12:00,830012862,1,,,,,1
1-20838-0EF-0083,09:27:00,09:28:00,830012860,2,,,,,1
1-20838-0EF-0083,09:37:00,09:38:00,830012859,3,,,,,1
1-20838-0EF-0083,09:50:00,09:51:00,830012857,4,,,,,1
1-20838-0EF-0083,10:09:00,10:10:00,830012902,5,,,,,1
1-20838-0EF-0083,10:15:00,10:15:00,830012855,6,,,,,1
1-20836-0F0-0083,07:48:00,07:48:00,830012862,1,,,,,1
1-20836-0F0-0083,08:03:00,08:04:00,830012860,2,,,,,1
1-20836-0F0-0083,08:13:00,08:14:00,830012859,3,,,,,1
1-20836-0F0-0083,08:26:00,08:27:00,830012857,4,,,,,1
1-20836-0F0-0083,08:46:00,08:47:00,830012902,5,,,,,1
1-20836-0F0-0083,08:52:00,08:52:00,830012855,6,,,,,1
1-20836-0F2-0083,07:48:00,07:48:00,830012862,1,,,,,1
1-20836-0F2-0083,08:03:00,08:04:00,830012860,2,,,,,1
1-20836-0F2-0083,08:13:00,08:14:00,830012859,3,,,,,1
1-20836-0F2-0083,08:26:00,08:27:00,830012857,4,,,,,1
1-20836-0F2-0083,08:46:00,08:46:00,830012902,5,,,,,1
1-20835-0F3-0083,06:32:00,06:32:00,830012855,1,,,,,1
1-20835-0F3-0083,06:35:00,06:36:00,830012902,2,,,,,1
1-20835-0F3-0083,06:57:00,06:58:00,830012857,3,,,,,1
1-20835-0F3-0083,07:11:00,07:12:00,830012859,4,,,,,1
1-20835-0F3-0083,07:19:00,07:20:00,830012860,5,,,,,1
1-20835-0F3-0083,07:40:00,07:40:00,830012862,6,,,,,1
1-20835-0F4-0083,06:36:00,06:36:00,830012902,1,,,,,1
1-20835-0F4-0083,06:57:00,06:58:00,830012857,2,,,,,1
1-20835-0F4-0083,07:11:00,07:12:00,830012859,3,,,,,1
1-20835-0F4-0083,07:19:00,07:20:00,830012860,4,,,,,1
1-20835-0F4-0083,07:40:00,07:40:00,830012862,5,,,,,1
1-20831-0F5-0083,22:50:00,22:50:00,830012888,1,,,,,1
1-20831-0F5-0083,22:53:00,22:54:00,830012808,2,,,,,1
1-20831-0F5-0083,22:56:00,22:57:00,830012889,3,,,,,1
1-20831-0F5-0083,22:59:00,23:00:00,830012809,4,,,,,1
1-20831-0F5-0083,23:03:00,23:04:00,830012890,5,,,,,1
1-20831-0F5-0083,23:06:00,23:07:00,830012819,6,,,,,1
1-20831-0F5-0083,23:11:00,23:12:00,830012810,7,,,,,1
1-20831-0F5-0083,23:16:00,23:16:00,830012891,8,,,,,1
