shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
"1-21222-0BE-0083",39.281795,9.013726,5,
"1-21222-0BE-0083",39.287611,8.997937,6,
"1-21222-0BE-0083",39.291031,8.989286,7,
"1-21222-0BE-0083",39.304598,8.965811,8,
"1-21222-0BE-0083",39.381454,8.935909,9,
"1-21222-0BE-0083",39.426129,8.916582,10,
"1-21222-0BE-0083",39.48308,8.899043,11,
"1-21222-0BE-0083",39.526147,8.850224,12,
"1-21222-0BE-0083",39.546212,8.788027,13,
"1-21222-0BE-0083",39.610881,8.741016,14,
"1-21222-0BE-0083",39.692633,8.696463,15,
"1-21222-0BE-0083",39.75293,8.641149,16,
"1-21222-0BE-0083",39.810761,8.641456,17,
"1-21222-0BE-0083",39.902038,8.603982,18,
"1-21221-0BF-0083",39.902038,8.603982,1,
"1-21221-0BF-0083",39.810761,8.641456,2,
"1-21221-0BF-0083",39.75293,8.641149,3,
"1-21221-0BF-0083",39.692633,8.696463,4,
"1-21221-0BF-0083",39.610881,8.741016,5,
"1-21221-0BF-0083",39.546212,8.788027,6,
"1-21221-0BF-0083",39.526147,8.850224,7,
"1-21221-0BF-0083",39.48308,8.899043,8,
"1-21221-0BF-0083",39.426129,8.916582,9,
"1-21221-0BF-0083",39.381454,8.935909,10,
"1-21221-0BF-0083",39.304598,8.965811,11,
"1-21221-0BF-0083",39.291031,8.989286,12,
"1-21221-0BF-0083",39.287611,8.997937,13,
"1-21221-0BF-0083",39.281795,9.013726,14,
"1-21221-0BF-0083",39.264201,9.045504,15,
"1-21221-0BF-0083",39.257262,9.062786,16,
"1-21221-0BF-0083",39.22779,9.096391,17,
"1-21221-0BF-0083",39.216084,9.107992,18,
"1-21220-0C0-0083",39.216084,9.107992,1,
"1-21220-0C0-0083",39.22779,9.096391,2,
"1-21220-0C0-0083",39.257262,9.062786,3,
"1-21220-0C0-0083",39.264201,9.045504,4,
"1-21220-0C0-0083",39.281795,9.013726,5,
"1-21220-0C0-0083",39.287611,8.997937,6,
"1-21220-0C0-0083",39.291031,8.989286,7,
"1-21220-0C0-0083",39.304598,8.965811,8,
"1-21220-0C0-0083",39.381454,8.935909,9,
"1-21220-0C0-0083",39.426129,8.916582,10,
"1-21220-0C0-0083",39.48308,8.899043,11,
"1-21220-0C0-0083",39.526147,8.850224,12,
"1-21220-0C0-0083",39.546212,8.788027,13,
"1-21220-0C0-0083",39.610881,8.741016,14,
"1-21220-0C0-0083",39.692633,8.696463,15,
"1-21220-0C0-0083",39.75293,8.641149,16,
"1-21220-0C0-0083",39.810761,8.641456,17,
"1-21220-0C0-0083",39.902038,8.603982,18,
"1-20887-0C1-0083",40.837917,8.397302,1,
"1-20887-0C1-0083",40.833049,8.39642,2,
"1-20887-0C1-0083",40.762524,8.499285,3,
"1-20887-0C1-0083",40.754912,8.516511,4,
"1-20887-0C1-0083",40.729515,8.554162,5,
"1-20885-0C2-0083",40.837917,8.397302,1,
"1-20885-0C2-0083",40.833049,8.39642,2,
"1-20885-0C2-0083",40.762524,8.499285,3,
"1-20885-0C2-0083",40.754912,8.516511,4,
"1-20885-0C2-0083",40.729515,8.554162,5,
"1-20884-0C3-0083",40.729515,8.554162,1,
"1-20884-0C3-0083",40.754912,8.516511,2,
"1-20884-0C3-0083",40.762524,8.499285,3,
"1-20884-0C3-0083",40.833049,8.39642,4,
"1-20884-0C3-0083",40.837917,8.397302,5,
"1-20883-0C4-0083",40.837917,8.397302,1,
"1-20883-0C4-0083",40.833049,8.39642,2,
"1-20883-0C4-0083",40.762524,8.499285,3,
"1-20883-0C4-0083",40.754912,8.516511,4,
"1-20883-0C4-0083",40.729515,8.554162,5,
"1-20882-0C5-0083",40.729515,8.554162,1,
"1-20882-0C5-0083",40.754912,8.516511,2,
"1-20882-0C5-0083",40.762524,8.499285,3,
"1-20882-0C5-0083",40.833049,8.39642,4,
"1-20882-0C5-0083",40.837917,8.397302,5,
"1-20881-0C6-0083",40.837917,8.397302,1,
"1-20881-0C6-0083",40.833049,8.39642,2,
"1-20881-0C6-0083",40.762524,8.499285,3,
"1-20881-0C6-0083",40.754912,8.516511,4,
"1-20881-0C6-0083",40.729515,8.554162,5,
"1-20880-0C7-0083",40.729515,8.554162,1,
"1-20880-0C7-0083",40.754912,8.516511,2,
"1-20880-0C7-0083",40.762524,8.499285,3,
"1-20880-0C7-0083",40.833049,8.39642,4,
"1-20880-0C7-0083",40.837917,8.397302,5,
"1-20879-0C8-0083",40.837917,8.397302,1,
"1-20879-0C8-0083",40.833049,8.39642,2,
"1-20879-0C8-0083",40.762524,8.499285,3,
"1-20879-0C8-0083",40.754912,8.516511,4,
"1-20879-0C8-0083",40.729515,8.554162,5,
"1-20878-0C9-0083",40.729515,8.554162,1,
"1-20878-0C9-0083",40.754912,8.516511,2,
"1-20878-0C9-0083",40.762524,8.499285,3,
"1-20878-0C9-0083",40.833049,8.39642,4,
"1-20878-0C9-0083",40.837917,8.397302,5,
"1-20877-0CA-0083",40.837917,8.397302,1,
"1-20877-0CA-0083",40.833049,8.39642,2,
"1-20877-0CA-0083",40.762524,8.499285,3,
"1-20877-0CA-0083",40.754912,8.516511,4,
"1-20877-0CA-0083",40.729515,8.554162,5,
"1-20874-0CB-0083",39.216084,9.107992,1,
"1-20874-0CB-0083",39.22779,9.096391,2,
"1-20874-0CB-0083",39.257262,9.062786,3,
"1-20874-0CB-0083",39.264201,9.045504,4,
"1-20874-0CB-0083",39.281795,9.013726,5,
"1-20874-0CB-0083",39.287611,8.997937,6,
"1-20874-0CB-0083",39.291031,8.989286,7,
"1-20874-0CB-0083",39.304598,8.965811,8,
"1-20872-0CC-0083",39.216084,9.107992,1,
"1-20872-0CC-0083",39.22779,9.096391,2,
"1-20872-0CC-0083",39.257262,9.062786,3,
"1-20872-0CC-0083",39.264201,9.045504,4,
"1-20871-0CD-0083",39.264201,9.045504,1,
"1-20871-0CD-0083",39.257262,9.062786,2,
"1-20871-0CD-0083",39.22779,9.096391,3,
"1-20871-0CD-0083",39.216084,9.107992,4,
"1-20870-0CE-0083",39.216084,9.107992,1,
"1-20870-0CE-0083",39.22779,9.096391,2,
"1-20870-0CE-0083",39.257262,9.062786,3,
"1-20870-0CE-0083",39.264201,9.045504,4,
"1-20869-0CF-0083",39.264201,9.045504,1,
"1-20869-0CF-0083",39.257262,9.062786,2,
"1-20869-0CF-0083",39.22779,9.096391,3,
"1-20869-0CF-0083",39.216084,9.107992,4,
"1-20868-0D0-0083",39.216084,9.107992,1,
"1-20868-0D0-0083",39.22779,9.096391,2,
"1-20868-0D0-0083",39.257262,9.062786,3,
"1-20868-0D0-0083",39.264201,9.045504,4,
"1-20867-0D1-0083",39.264201,9.045504,1,
"1-20867-0D1-0083",39.257262,9.062786,2,
"1-20867-0D1-0083",39.22779,9.096391,3,
"1-20867-0D1-0083",39.216084,9.107992,4,
"1-20866-0D2-0083",39.216084,9.107992,1,
"1-20866-0D2-0083",39.22779,9.096391,2,
"1-20866-0D2-0083",39.257262,9.062786,3,
"1-20866-0D2-0083",39.264201,9.045504,4,
"1-20865-0D3-0083",39.264201,9.045504,1,
"1-20865-0D3-0083",39.257262,9.062786,2,
"1-20865-0D3-0083",39.22779,9.096391,3,
"1-20865-0D3-0083",39.216084,9.107992,4,
"1-20864-0D4-0083",39.216084,9.107992,1,
"1-20864-0D4-0083",39.22779,9.096391,2,
"1-20864-0D4-0083",39.257262,9.062786,3,
"1-20864-0D4-0083",39.264201,9.045504,4,
"1-20863-0D5-0083",39.264201,9.045504,1,
"1-20863-0D5-0083",39.257262,9.062786,2,
"1-20863-0D5-0083",39.22779,9.096391,3,
"1-20863-0D5-0083",39.216084,9.107992,4,
"1-20862-0D6-0083",39.216084,9.107992,1,
"1-20862-0D6-0083",39.22779,9.096391,2,
"1-20862-0D6-0083",39.257262,9.062786,3,
"1-20862-0D6-0083",39.264201,9.045504,4,
"1-20861-0D7-0083",39.264201,9.045504,1,
"1-20861-0D7-0083",39.257262,9.062786,2,
"1-20861-0D7-0083",39.22779,9.096391,3,
"1-20861-0D7-0083",39.216084,9.107992,4,
"1-20860-0D8-0083",39.216084,9.107992,1,
"1-20860-0D8-0083",39.22779,9.096391,2,
"1-20860-0D8-0083",39.257262,9.062786,3,
"1-20860-0D8-0083",39.264201,9.045504,4,
"1-20859-0D9-0083",39.264201,9.045504,1,
"1-20859-0D9-0083",39.257262,9.062786,2,
"1-20859-0D9-0083",39.22779,9.096391,3,
"1-20859-0D9-0083",39.216084,9.107992,4,
"1-20858-0DA-0083",39.216084,9.107992,1,
"1-20858-0DA-0083",39.22779,9.096391,2,
"1-20858-0DA-0083",39.257262,9.062786,3,
"1-20858-0DA-0083",39.264201,9.045504,4,
"1-20857-0DB-0083",39.264201,9.045504,1,
"1-20857-0DB-0083",39.257262,9.062786,2,
"1-20857-0DB-0083",39.22779,9.096391,3,
"1-20857-0DB-0083",39.216084,9.107992,4,
"1-20856-0DC-0083",39.216084,9.107992,1,
"1-20856-0DC-0083",39.22779,9.096391,2,
"1-20856-0DC-0083",39.257262,9.062786,3,
"1-20856-0DC-0083",39.264201,9.045504,4,
"1-20855-0DD-0083",39.264201,9.045504,1,
"1-20855-0DD-0083",39.257262,9.062786,2,
"1-20855-0DD-0083",39.22779,9.096391,3,
"1-20855-0DD-0083",39.216084,9.107992,4,
"1-20854-0DE-0083",39.216084,9.107992,1,
"1-20854-0DE-0083",39.22779,9.096391,2,
"1-20854-0DE-0083",39.257262,9.062786,3,
"1-20854-0DE-0083",39.264201,9.045504,4,
"1-20853-0DF-0083",39.264201,9.045504,1,
"1-20853-0DF-0083",39.257262,9.062786,2,
"1-20853-0DF-0083",39.22779,9.096391,3,
"1-20853-0DF-0083",39.216084,9.107992,4,
"1-20852-0E0-0083",39.216084,9.107992,1,
"1-20852-0E0-0083",39.22779,9.096391,2,
"1-20852-0E0-0083",39.257262,9.062786,3,
"1-20852-0E0-0083",39.264201,9.045504,4,
"1-20851-0E1-0083",39.264201,9.045504,1,
"1-20851-0E1-0083",39.257262,9.062786,2,
"1-20851-0E1-0083",39.22779,9.096391,3,
"1-20851-0E1-0083",39.216084,9.107992,4,
"1-20850-0E2-0083",39.216084,9.107992,1,
"1-20850-0E2-0083",39.22779,9.096391,2,
"1-20850-0E2-0083",39.257262,9.062786,3,
"1-20850-0E2-0083",39.264201,9.045504,4,
"1-20849-0E3-0083",39.264201,9.045504,1,
"1-20849-0E3-0083",39.257262,9.062786,2,
"1-20849-0E3-0083",39.22779,9.096391,3,
"1-20849-0E3-0083",39.216084,9.107992,4,
"1-20848-0E4-0083",39.216084,9.107992,1,
"1-20848-0E4-0083",39.22779,9.096391,2,
"1-20848-0E4-0083",39.257262,9.062786,3,
"1-20848-0E4-0083",39.264201,9.045504,4,
"1-20847-0E5-0083",39.264201,9.045504,1,
"1-20847-0E5-0083",39.257262,9.062786,2,
"1-20847-0E5-0083",39.22779,9.096391,3,
"1-20847-0E5-0083",39.216084,9.107992,4,
"1-20846-0E6-0083",39.216084,9.107992,1,
"1-20846-0E6-0083",39.22779,9.096391,2,
"1-20846-0E6-0083",39.257262,9.062786,3,
"1-20846-0E6-0083",39.264201,9.045504,4,
"1-20845-0E7-0083",39.264201,9.045504,1,
"1-20845-0E7-0083",39.257262,9.062786,2,
"1-20845-0E7-0083",39.22779,9.096391,3,
"1-20845-0E7-0083",39.216084,9.107992,4,
"1-20844-0E8-0083",39.216084,9.107992,1,
"1-20844-0E8-0083",39.22779,9.096391,2,
"1-20844-0E8-0083",39.257262,9.062786,3,
"1-20844-0E8-0083",39.264201,9.045504,4,
"1-20843-0E9-0083",39.264201,9.045504,1,
"1-20843-0E9-0083",39.257262,9.062786,2,
"1-20843-0E9-0083",39.22779,9.096391,3,
"1-20843-0E9-0083",39.216084,9.107992,4,
"1-20840-0EA-0083",40.609504,8.933753,1,
"1-20840-0EA-0083",40.627337,8.986503,2,
"1-20840-0EA-0083",40.672022,9.046025,3,
"1-20840-0EA-0083",40.713274,9.107759,4,
"1-20840-0EA-0083",40.772052,9.181317,5,
"1-20840-0EA-0083",40.829635,9.322818,6,
"1-20840-0EA-0083",40.838383,9.404229,7,
"1-20840-0EA-0083",40.857061,9.431094,8,
"1-20840-0EA-0083",40.92238,9.49458,9,
"1-20840-0EB-0083",40.609504,8.933753,1,
"1-20840-0EB-0083",40.627337,8.986503,2,
"1-20840-0EB-0083",40.672022,9.046025,3,
"1-20840-0EB-0083",40.713274,9.107759,4,
"1-20840-0EB-0083",40.772052,9.181317,5,
"1-20840-0EB-0083",40.829635,9.322818,6,
"1-20840-0EB-0083",40.838383,9.404229,7,
"1-20840-0EB-0083",40.857061,9.431094,8,
"1-20840-0EB-0083",40.92238,9.49458,9,
"1-20840-0EB-0083",40.924599,9.498301,10,
"1-20839-0EC-0083",40.92238,9.49458,1,
"1-20839-0EC-0083",40.857061,9.431094,2,
"1-20839-0EC-0083",40.838383,9.404229,3,
"1-20839-0EC-0083",40.829635,9.322818,4,
"1-20839-0EC-0083",40.772052,9.181317,5,
"1-20839-0EC-0083",40.713274,9.107759,6,
"1-20839-0EC-0083",40.672022,9.046025,7,
"1-20839-0EC-0083",40.627337,8.986503,8,
"1-20839-0EC-0083",40.609504,8.933753,9,
"1-20839-0ED-0083",40.924599,9.498301,1,
"1-20839-0ED-0083",40.92238,9.49458,2,
"1-20839-0ED-0083",40.857061,9.431094,3,
"1-20839-0ED-0083",40.838383,9.404229,4,
"1-20839-0ED-0083",40.829635,9.322818,5,
"1-20839-0ED-0083",40.772052,9.181317,6,
"1-20839-0ED-0083",40.713274,9.107759,7,
"1-20839-0ED-0083",40.672022,9.046025,8,
"1-20839-0ED-0083",40.627337,8.986503,9,
"1-20839-0ED-0083",40.609504,8.933753,10,
"1-20838-0EE-0083",40.609504,8.933753,1,
"1-20838-0EE-0083",40.627337,8.986503,2,
"1-20838-0EE-0083",40.672022,9.046025,3,
"1-20838-0EE-0083",40.713274,9.107759,4,
"1-20838-0EE-0083",40.772052,9.181317,5,
"1-20838-0EE-0083",40.829635,9.322818,6,
"1-20838-0EE-0083",40.838383,9.404229,7,
"1-20838-0EE-0083",40.857061,9.431094,8,
"1-20838-0EE-0083",40.92238,9.49458,9,
"1-20838-0EF-0083",40.609504,8.933753,1,
"1-20838-0EF-0083",40.627337,8.986503,2,
"1-20838-0EF-0083",40.672022,9.046025,3,
"1-20838-0EF-0083",40.713274,9.107759,4,
"1-20838-0EF-0083",40.772052,9.181317,5,
"1-20838-0EF-0083",40.829635,9.322818,6,
"1-20838-0EF-0083",40.838383,9.404229,7,
"1-20838-0EF-0083",40.857061,9.431094,8,
"1-20838-0EF-0083",40.92238,9.49458,9,
"1-20838-0EF-0083",40.924599,9.498301,10,
"1-20836-0F0-0083",40.609504,8.933753,1,
"1-20836-0F0-0083",40.627337,8.986503,2,
"1-20836-0F0-0083",40.672022,9.046025,3,
"1-20836-0F0-0083",40.713274,9.107759,4,
"1-20836-0F0-0083",40.772052,9.181317,5,
"1-20836-0F0-0083",40.829635,9.322818,6,
"1-20836-0F0-0083",40.838383,9.404229,7,
"1-20836-0F0-0083",40.857061,9.431094,8,
"1-20836-0F0-0083",40.92238,9.49458,9,
"1-20836-0F0-0083",40.924599,9.498301,10,
"1-20836-0F2-0083",40.609504,8.933753,1,
"1-20836-0F2-0083",40.627337,8.986503,2,
"1-20836-0F2-0083",40.672022,9.046025,3,
"1-20836-0F2-0083",40.713274,9.107759,4,
"1-20836-0F2-0083",40.772052,9.181317,5,
"1-20836-0F2-0083",40.829635,9.322818,6,
"1-20836-0F2-0083",40.838383,9.404229,7,
"1-20836-0F2-0083",40.857061,9.431094,8,
"1-20836-0F2-0083",40.92238,9.49458,9,
"1-20835-0F3-0083",40.924599,9.498301,1,
"1-20835-0F3-0083",40.92238,9.49458,2,
"1-20835-0F3-0083",40.857061,9.431094,3,
"1-20835-0F3-0083",40.838383,9.404229,4,
"1-20835-0F3-0083",40.829635,9.322818,5,
"1-20835-0F3-0083",40.772052,9.181317,6,
"1-20835-0F3-0083",40.713274,9.107759,7,
"1-20835-0F3-0083",40.672022,9.046025,8,
"1-20835-0F3-0083",40.627337,8.986503,9,
"1-20835-0F3-0083",40.609504,8.933753,10,
"1-20835-0F4-0083",40.92238,9.49458,1,
"1-20835-0F4-0083",40.857061,9.431094,2,
"1-20835-0F4-0083",40.838383,9.404229,3,
"1-20835-0F4-0083",40.829635,9.322818,4,
"1-20835-0F4-0083",40.772052,9.181317,5,
"1-20835-0F4-0083",40.713274,9.107759,6,
"1-20835-0F4-0083",40.672022,9.046025,7,
"1-20835-0F4-0083",40.627337,8.986503,8,
"1-20835-0F4-0083",40.609504,8.933753,9,
"1-20831-0F5-0083",39.304598,8.965811,1,
"1-20831-0F5-0083",39.291031,8.989286,2,
"1-20831-0F5-0083",39.287611,8.997937,3,
"1-20831-0F5-0083",39.281795,9.013726,4,
"1-20831-0F5-0083",39.264201,9.045504,5,
"1-20831-0F5-0083",39.257262,9.062786,6,
"1-20831-0F5-0083",39.22779,9.096391,7,
"1-20831-0F5-0083",39.216084,9.107992,8,
"1-20830-0F6-0083",39.216084,9.107992,1,
"1-20830-0F6-0083",39.22779,9.096391,2,
"1-20830-0F6-0083",39.257262,9.062786,3,
"1-20830-0F6-0083",39.264201,9.045504,4,
"1-20830-0F6-0083",39.281795,9.013726,5,
"1-20830-0F6-0083",39.287611,8.997937,6,
"1-20830-0F6-0083",39.291031,8.989286,7,
"1-20830-0F6-0083",39.304598,8.965811,8,
"1-20827-0F7-0083",39.304598,8.965811,1,
"1-20827-0F7-0083",39.291031,8.989286,2,
"1-20827-0F7-0083",39.287611,8.997937,3,
"1-20827-0F7-0083",39.281795,9.013726,4,
"1-20827-0F7-0083",39.264201,9.045504,5,
"1-20827-0F7-0083",39.257262,9.062786,6,
"1-20827-0F7-0083",39.22779,9.096391,7,
"1-20827-0F7-0083",39.216084,9.107992,8,
"1-20826-0F8-0083",39.216084,9.107992,1,
"1-20826-0F8-0083",39.22779,9.096391,2,
"1-20826-0F8-0083",39.257262,9.062786,3,
"1-20826-0F8-0083",39.264201,9.045504,4,
"1-20826-0F8-0083",39.281795,9.013726,5,
"1-20826-0F8-0083",39.287611,8.997937,6,
"1-20826-0F8-0083",39.291031,8.989286,7,
"1-20826-0F8-0083",39.304598,8.965811,8,
"1-20825-0F9-0083",39.304598,8.965811,1,
"1-20825-0F9-0083",39.291031,8.989286,2,
"1-20825-0F9-0083",39.287611,8.997937,3,
"1-20825-0F9-0083",39.281795,9.013726,4,
"1-20825-0F9-0083",39.264201,9.045504,5,
"1-20825-0F9-0083",39.257262,9.062786,6,
"1-20825-0F9-0083",39.22779,9.096391,7,
"1-20825-0F9-0083",39.216084,9.107992,8,
"1-20824-0FA-0083",39.216084,9.107992,1,
"1-20824-0FA-0083",39.22779,9.096391,2,
"1-20824-0FA-0083",39.257262,9.062786,3,
"1-20824-0FA-0083",39.264201,9.045504,4,
"1-20824-0FA-0083",39.281795,9.013726,5,
"1-20824-0FA-0083",39.287611,8.997937,6,
"1-20824-0FA-0083",39.291031,8.989286,7,
"1-20824-0FA-0083",39.304598,8.965811,8,
"1-20824-0FA-0083",39.381454,8.935909,9,
"1-20824-0FA-0083",39.426129,8.916582,10,
"1-20824-0FA-0083",39.48308,8.899043,11,
"1-20824-0FA-0083",39.526147,8.850224,12,
"1-20824-0FA-0083",39.546212,8.788027,13,
"1-20824-0FA-0083",39.610881,8.741016,14,
"1-20824-0FA-0083",39.692633,8.696463,15,
"1-20824-0FA-0083",39.75293,8.641149,16,
"1-20824-0FA-0083",39.810761,8.641456,17,
"1-20824-0FA-0083",39.902038,8.603982,18,
"1-20823-0FB-0083",39.304598,8.965811,1,
"1-20823-0FB-0083",39.291031,8.989286,2,
"1-20823-0FB-0083",39.287611,8.997937,3,
"1-20823-0FB-0083",39.281795,9.013726,4,
"1-20823-0FB-0083",39.264201,9.045504,5,
"1-20823-0FB-0083",39.257262,9.062786,6,
"1-20823-0FB-0083",39.22779,9.096391,7,
"1-20823-0FB-0083",39.216084,9.107992,8,
"1-20822-0FC-0083",39.216084,9.107992,1,
"1-20822-0FC-0083",39.22779,9.096391,2,
"1-20822-0FC-0083",39.257262,9.062786,3,
"1-20822-0FC-0083",39.264201,9.045504,4,
"1-20822-0FC-0083",39.281795,9.013726,5,
"1-20822-0FC-0083",39.287611,8.997937,6,
"1-20822-0FC-0083",39.291031,8.989286,7,
"1-20822-0FC-0083",39.304598,8.965811,8,
"1-20821-0FD-0083",39.304598,8.965811,1,
"1-20821-0FD-0083",39.291031,8.989286,2,
"1-20821-0FD-0083",39.287611,8.997937,3,
"1-20821-0FD-0083",39.281795,9.013726,4,
"1-20821-0FD-0083",39.264201,9.045504,5,
"1-20821-0FD-0083",39.257262,9.062786,6,
"1-20821-0FD-0083",39.22779,9.096391,7,
"1-20821-0FD-0083",39.216084,9.107992,8,
"1-20820-0FE-0083",39.216084,9.107992,1,
"1-20820-0FE-0083",39.22779,9.096391,2,
"1-20820-0FE-0083",39.257262,9.062786,3,
"1-20820-0FE-0083",39.264201,9.045504,4,
"1-20820-0FE-0083",39.281795,9.013726,5,
"1-20820-0FE-0083",39.287611,8.997937,6,
"1-20820-0FE-0083",39.291031,8.989286,7,
"1-20820-0FE-0083",39.304598,8.965811,8,
"1-20819-0FF-0083",39.304598,8.965811,1,
"1-20819-0FF-0083",39.291031,8.989286,2,
"1-20819-0FF-0083",39.287611,8.997937,3,
"1-20819-0FF-0083",39.281795,9.013726,4,
"1-20819-0FF-0083",39.264201,9.045504,5,
"1-20819-0FF-0083",39.257262,9.062786,6,
"1-20819-0FF-0083",39.22779,9.096391,7,
"1-20819-0FF-0083",39.216084,9.107992,8,
"1-20818-100-0083",39.216084,9.107992,1,
"1-20818-100-0083",39.22779,9.096391,2,
"1-20818-100-0083",39.257262,9.062786,3,
"1-20818-100-0083",39.264201,9.045504,4,
"1-20818-100-0083",39.281795,9.013726,5,
"1-20818-100-0083",39.287611,8.997937,6,
"1-20818-100-0083",39.291031,8.989286,7,
"1-20818-100-0083",39.304598,8.965811,8,
"1-20817-101-0083",39.304598,8.965811,1,
"1-20817-101-0083",39.291031,8.989286,2,
"1-20817-101-0083",39.287611,8.997937,3,
"1-20817-101-0083",39.281795,9.013726,4,
"1-20817-101-0083",39.264201,9.045504,5,
"1-20817-101-0083",39.257262,9.062786,6,
"1-20817-101-0083",39.22779,9.096391,7,
"1-20817-101-0083",39.216084,9.107992,8,
"1-20816-102-0083",39.216084,9.107992,1,
"1-20816-102-0083",39.22779,9.096391,2,
"1-20816-102-0083",39.257262,9.062786,3,
"1-20816-102-0083",39.264201,9.045504,4,
"1-20816-102-0083",39.281795,9.013726,5,
"1-20816-102-0083",39.287611,8.997937,6,
"1-20816-102-0083",39.291031,8.989286,7,
"1-20816-102-0083",39.304598,8.965811,8,
"1-20815-103-0083",39.304598,8.965811,1,
"1-20815-103-0083",39.291031,8.989286,2,
"1-20815-103-0083",39.287611,8.997937,3,
"1-20815-103-0083",39.281795,9.013726,4,
"1-20815-103-0083",39.264201,9.045504,5,
"1-20815-103-0083",39.257262,9.062786,6,
"1-20815-103-0083",39.22779,9.096391,7,
"1-20815-103-0083",39.216084,9.107992,8,
"1-20814-104-0083",39.216084,9.107992,1,
"1-20814-104-0083",39.22779,9.096391,2,
"1-20814-104-0083",39.257262,9.062786,3,
"1-20814-104-0083",39.264201,9.045504,4,
"1-20814-104-0083",39.281795,9.013726,5,
"1-20814-104-0083",39.287611,8.997937,6,
"1-20814-104-0083",39.291031,8.989286,7,
"1-20814-104-0083",39.304598,8.965811,8,
"1-20813-105-0083",39.304598,8.965811,1,
"1-20813-105-0083",39.291031,8.989286,2,
"1-20813-105-0083",39.287611,8.997937,3,
"1-20813-105-0083",39.281795,9.013726,4,
"1-20813-105-0083",39.264201,9.045504,5,
"1-20813-105-0083",39.257262,9.062786,6,
"1-20813-105-0083",39.22779,9.096391,7,
"1-20813-105-0083",39.216084,9.107992,8,
"1-20812-106-0083",39.216084,9.107992,1,
"1-20812-106-0083",39.22779,9.096391,2,
"1-20812-106-0083",39.257262,9.062786,3,
"1-20812-106-0083",39.264201,9.045504,4,
"1-20812-106-0083",39.281795,9.013726,5,
"1-20812-106-0083",39.287611,8.997937,6,
"1-20812-106-0083",39.291031,8.989286,7,
"1-20812-106-0083",39.304598,8.965811,8,
"1-20811-107-0083",39.304598,8.965811,1,
"1-20811-107-0083",39.291031,8.989286,2,
"1-20811-107-0083",39.287611,8.997937,3,
"1-20811-107-0083",39.281795,9.013726,4,
"1-20811-107-0083",39.264201,9.045504,5,
"1-20811-107-0083",39.257262,9.062786,6,
"1-20811-107-0083",39.22779,9.096391,7,
"1-20811-107-0083",39.216084,9.107992,8,
"1-20810-108-0083",39.216084,9.107992,1,
"1-20810-108-0083",39.22779,9.096391,2,
"1-20810-108-0083",39.257262,9.062786,3,
"1-20810-108-0083",39.264201,9.045504,4,
"1-20810-108-0083",39.281795,9.013726,5,
"1-20810-108-0083",39.287611,8.997937,6,
"1-20810-108-0083",39.291031,8.989286,7,
"1-20810-108-0083",39.304598,8.965811,8,
"1-20809-109-0083",39.304598,8.965811,1,
"1-20809-109-0083",39.291031,8.989286,2,
"1-20809-109-0083",39.287611,8.997937,3,
"1-20809-109-0083",39.281795,9.013726,4,
"1-20809-109-0083",39.264201,9.045504,5,
"1-20809-109-0083",39.257262,9.062786,6,
"1-20809-109-0083",39.22779,9.096391,7,
"1-20809-109-0083",39.216084,9.107992,8,
"1-20808-10A-0083",39.216084,9.107992,1,
"1-20808-10A-0083",39.22779,9.096391,2,
"1-20808-10A-0083",39.257262,9.062786,3,
"1-20808-10A-0083",39.264201,9.045504,4,
"1-20808-10A-0083",39.281795,9.013726,5,
"1-20808-10A-0083",39.287611,8.997937,6,
"1-20808-10A-0083",39.291031,8.989286,7,
"1-20808-10A-0083",39.304598,8.965811,8,
"1-20807-10B-0083",39.304598,8.965811,1,
"1-20807-10B-0083",39.291031,8.989286,2,
"1-20807-10B-0083",39.287611,8.997937,3,
"1-20807-10B-0083",39.281795,9.013726,4,
"1-20807-10B-0083",39.264201,9.045504,5,
"1-20807-10B-0083",39.257262,9.062786,6,
"1-20807-10B-0083",39.22779,9.096391,7,
"1-20807-10B-0083",39.216084,9.107992,8,
"1-20806-10C-0083",39.216084,9.107992,1,
"1-20806-10C-0083",39.22779,9.096391,2,
"1-20806-10C-0083",39.257262,9.062786,3,
"1-20806-10C-0083",39.264201,9.045504,4,
"1-20806-10C-0083",39.281795,9.013726,5,
"1-20806-10C-0083",39.287611,8.997937,6,
"1-20806-10C-0083",39.291031,8.989286,7,
"1-20806-10C-0083",39.304598,8.965811,8,
"1-20805-10D-0083",39.304598,8.965811,1,
"1-20805-10D-0083",39.291031,8.989286,2,
"1-20805-10D-0083",39.287611,8.997937,3,
"1-20805-10D-0083",39.281795,9.013726,4,
"1-20805-10D-0083",39.264201,9.045504,5,
"1-20805-10D-0083",39.257262,9.062786,6,
"1-20805-10D-0083",39.22779,9.096391,7,
"1-20805-10D-0083",39.216084,9.107992,8,
"1-20804-10E-0083",39.216084,9.107992,1,
"1-20804-10E-0083",39.22779,9.096391,2,
"1-20804-10E-0083",39.257262,9.062786,3,
"1-20804-10E-0083",39.264201,9.045504,4,
"1-20804-10E-0083",39.281795,9.013726,5,
"1-20804-10E-0083",39.287611,8.997937,6,
"1-20804-10E-0083",39.291031,8.989286,7,
"1-20804-10E-0083",39.304598,8.965811,8,
"1-20803-10F-0083",39.304598,8.965811,1,
"1-20803-10F-0083",39.291031,8.989286,2,
"1-20803-10F-0083",39.287611,8.997937,3,
